兑换码批次id	兑换码类型	兑换码数据	礼包组	使用等级上限	使用日期区间	数量
30602522	1		30010:1	100	2016/08/03:2026/08/31	1
30602523	1		30010:1	100	2016/08/03:2026/08/31	1
30602524	1		30010:1	100	2016/08/03:2026/08/31	1
30602525	1		30010:1	100	2016/08/03:2026/08/31	1
30602526	1		30010:1	100	2016/08/03:2026/08/31	1
30602527	1		30010:1	100	2016/08/03:2026/08/31	1
30602528	1		30010:1	100	2016/08/03:2026/08/31	1
30602529	1		30010:1	100	2016/08/03:2026/08/31	1
30602530	1		30010:1	100	2016/08/03:2026/08/31	1
30602531	1		30010:1	100	2016/08/03:2026/08/31	1
30602532	1		30010:1	100	2016/08/03:2026/08/31	1
30602533	1		30010:1	100	2016/08/03:2026/08/31	1
30602534	1		30010:1	100	2016/08/03:2026/08/31	1
30602535	1		30010:1	100	2016/08/03:2026/08/31	1
30602536	1		30010:1	100	2016/08/03:2026/08/31	1
30602537	1		30010:1	100	2016/08/03:2026/08/31	1
30602538	1		30010:1	100	2016/08/03:2026/08/31	1
30602539	1		30010:1	100	2016/08/03:2026/08/31	1
30602540	1		30010:1	100	2016/08/03:2026/08/31	1
30602541	1		30010:1	100	2016/08/03:2026/08/31	1
30602542	1		30010:1	100	2016/08/03:2026/08/31	1
30602543	1		30010:1	100	2016/08/03:2026/08/31	1
30602544	1		30010:1	100	2016/08/03:2026/08/31	1
30602545	1		30010:1	100	2016/08/03:2026/08/31	1
30602546	1		30010:1	100	2016/08/03:2026/08/31	1
30602547	1		30010:1	100	2016/08/03:2026/08/31	1
30602548	1		30010:1	100	2016/08/03:2026/08/31	1
30602549	1		30010:1	100	2016/08/03:2026/08/31	1
30602550	1		30010:1	100	2016/08/03:2026/08/31	1
30602551	1		30010:1	100	2016/08/03:2026/08/31	1
30602552	1		30010:1	100	2016/08/03:2026/08/31	1
30602553	1		30010:1	100	2016/08/03:2026/08/31	1
30602554	1		30010:1	100	2016/08/03:2026/08/31	1
30602555	1		30010:1	100	2016/08/03:2026/08/31	1
30602556	1		30010:1	100	2016/08/03:2026/08/31	1
30602557	1		30010:1	100	2016/08/03:2026/08/31	1
30602558	1		30010:1	100	2016/08/03:2026/08/31	1
30602559	1		30010:1	100	2016/08/03:2026/08/31	1
30602560	1		30010:1	100	2016/08/03:2026/08/31	1
30602561	1		30010:1	100	2016/08/03:2026/08/31	1
30602562	1		30010:1	100	2016/08/03:2026/08/31	1
30602563	1		30010:1	100	2016/08/03:2026/08/31	1
30602564	1		30010:1	100	2016/08/03:2026/08/31	1
30602565	1		30010:1	100	2016/08/03:2026/08/31	1
30602566	1		30010:1	100	2016/08/03:2026/08/31	1
30602567	1		30010:1	100	2016/08/03:2026/08/31	1
30602568	1		30010:1	100	2016/08/03:2026/08/31	1
30602569	1		30010:1	100	2016/08/03:2026/08/31	1
30602570	1		30010:1	100	2016/08/03:2026/08/31	1
30602571	1		30010:1	100	2016/08/03:2026/08/31	1
30602572	1		30010:1	100	2016/08/03:2026/08/31	1
30602573	1		30010:1	100	2016/08/03:2026/08/31	1
30602574	1		30010:1	100	2016/08/03:2026/08/31	1
30602575	1		30010:1	100	2016/08/03:2026/08/31	1
30602576	1		30010:1	100	2016/08/03:2026/08/31	1
30602577	1		30010:1	100	2016/08/03:2026/08/31	1
30602578	1		30010:1	100	2016/08/03:2026/08/31	1
30602579	1		30010:1	100	2016/08/03:2026/08/31	1
30602580	1		30010:1	100	2016/08/03:2026/08/31	1
30602581	1		30010:1	100	2016/08/03:2026/08/31	1
30602582	1		30010:1	100	2016/08/03:2026/08/31	1
30602583	1		30010:1	100	2016/08/03:2026/08/31	1
30602584	1		30010:1	100	2016/08/03:2026/08/31	1
30602585	1		30010:1	100	2016/08/03:2026/08/31	1
30602586	1		30010:1	100	2016/08/03:2026/08/31	1
30602587	1		30010:1	100	2016/08/03:2026/08/31	1
30602588	1		30010:1	100	2016/08/03:2026/08/31	1
30602589	1		30010:1	100	2016/08/03:2026/08/31	1
30602590	1		30010:1	100	2016/08/03:2026/08/31	1
30602591	1		30010:1	100	2016/08/03:2026/08/31	1
30602592	1		30010:1	100	2016/08/03:2026/08/31	1
30602593	1		30010:1	100	2016/08/03:2026/08/31	1
30602594	1		30010:1	100	2016/08/03:2026/08/31	1
30602595	1		30010:1	100	2016/08/03:2026/08/31	1
30602596	1		30010:1	100	2016/08/03:2026/08/31	1
30602597	1		30010:1	100	2016/08/03:2026/08/31	1
30602598	1		30010:1	100	2016/08/03:2026/08/31	1
30602599	1		30010:1	100	2016/08/03:2026/08/31	1
30602600	1		30010:1	100	2016/08/03:2026/08/31	1
30602601	1		30010:1	100	2016/08/03:2026/08/31	1
30602602	1		30010:1	100	2016/08/03:2026/08/31	1
30602603	1		30010:1	100	2016/08/03:2026/08/31	1
30602604	1		30010:1	100	2016/08/03:2026/08/31	1
30602605	1		30010:1	100	2016/08/03:2026/08/31	1
30602606	1		30010:1	100	2016/08/03:2026/08/31	1
30602607	1		30010:1	100	2016/08/03:2026/08/31	1
30602608	1		30010:1	100	2016/08/03:2026/08/31	1
30602609	1		30010:1	100	2016/08/03:2026/08/31	1
30602610	1		30010:1	100	2016/08/03:2026/08/31	1
30602611	1		30010:1	100	2016/08/03:2026/08/31	1
30602612	1		30010:1	100	2016/08/03:2026/08/31	1
30602613	1		30010:1	100	2016/08/03:2026/08/31	1
30602614	1		30010:1	100	2016/08/03:2026/08/31	1
30602615	1		30010:1	100	2016/08/03:2026/08/31	1
30602616	1		30010:1	100	2016/08/03:2026/08/31	1
30602617	1		30010:1	100	2016/08/03:2026/08/31	1
30602618	1		30010:1	100	2016/08/03:2026/08/31	1
30602619	1		30010:1	100	2016/08/03:2026/08/31	1
30602620	1		30010:1	100	2016/08/03:2026/08/31	1
30602621	1		30010:1	100	2016/08/03:2026/08/31	1
30602622	1		30010:1	100	2016/08/03:2026/08/31	1
30602623	1		30010:1	100	2016/08/03:2026/08/31	1
30602624	1		30010:1	100	2016/08/03:2026/08/31	1
30602625	1		30010:1	100	2016/08/03:2026/08/31	1
30602626	1		30010:1	100	2016/08/03:2026/08/31	1
30602627	1		30010:1	100	2016/08/03:2026/08/31	1
30602628	1		30010:1	100	2016/08/03:2026/08/31	1
30602629	1		30010:1	100	2016/08/03:2026/08/31	1
30602630	1		30010:1	100	2016/08/03:2026/08/31	1
30602631	1		30010:1	100	2016/08/03:2026/08/31	1
30602632	1		30010:1	100	2016/08/03:2026/08/31	1
30602633	1		30010:1	100	2016/08/03:2026/08/31	1
30602634	1		30010:1	100	2016/08/03:2026/08/31	1
30602635	1		30010:1	100	2016/08/03:2026/08/31	1
30602636	1		30010:1	100	2016/08/03:2026/08/31	1
30602637	1		30010:1	100	2016/08/03:2026/08/31	1
30602638	1		30010:1	100	2016/08/03:2026/08/31	1
30602639	1		30010:1	100	2016/08/03:2026/08/31	1
30602640	1		30010:1	100	2016/08/03:2026/08/31	1
30602641	1		30010:1	100	2016/08/03:2026/08/31	1
30602642	1		30010:1	100	2016/08/03:2026/08/31	1
30602643	1		30010:1	100	2016/08/03:2026/08/31	1
30602644	1		30010:1	100	2016/08/03:2026/08/31	1
30602645	1		30010:1	100	2016/08/03:2026/08/31	1
30602646	1		30010:1	100	2016/08/03:2026/08/31	1
30602647	1		30010:1	100	2016/08/03:2026/08/31	1
30602648	1		30010:1	100	2016/08/03:2026/08/31	1
30602649	1		30010:1	100	2016/08/03:2026/08/31	1
30602650	1		30010:1	100	2016/08/03:2026/08/31	1
30602651	1		30010:1	100	2016/08/03:2026/08/31	1
30602652	1		30010:1	100	2016/08/03:2026/08/31	1
30602653	1		30010:1	100	2016/08/03:2026/08/31	1
30602654	1		30010:1	100	2016/08/03:2026/08/31	1
30602655	1		30010:1	100	2016/08/03:2026/08/31	1
30602656	1		30010:1	100	2016/08/03:2026/08/31	1
30602657	1		30010:1	100	2016/08/03:2026/08/31	1
30602658	1		30010:1	100	2016/08/03:2026/08/31	1
30602659	1		30010:1	100	2016/08/03:2026/08/31	1
30602660	1		30010:1	100	2016/08/03:2026/08/31	1
30602661	1		30010:1	100	2016/08/03:2026/08/31	1
30602662	1		30010:1	100	2016/08/03:2026/08/31	1
30602663	1		30010:1	100	2016/08/03:2026/08/31	1
30602664	1		30010:1	100	2016/08/03:2026/08/31	1
30602665	1		30010:1	100	2016/08/03:2026/08/31	1
30602666	1		30010:1	100	2016/08/03:2026/08/31	1
30602667	1		30010:1	100	2016/08/03:2026/08/31	1
30602668	1		30010:1	100	2016/08/03:2026/08/31	1
30602669	1		30010:1	100	2016/08/03:2026/08/31	1
30602670	1		30010:1	100	2016/08/03:2026/08/31	1
30602671	1		30010:1	100	2016/08/03:2026/08/31	1
30602672	1		30010:1	100	2016/08/03:2026/08/31	1
30602673	1		30010:1	100	2016/08/03:2026/08/31	1
30602674	1		30010:1	100	2016/08/03:2026/08/31	1
30602675	1		30010:1	100	2016/08/03:2026/08/31	1
30602676	1		30010:1	100	2016/08/03:2026/08/31	1
30602677	1		30010:1	100	2016/08/03:2026/08/31	1
30602678	1		30010:1	100	2016/08/03:2026/08/31	1
30602679	1		30010:1	100	2016/08/03:2026/08/31	1
30602680	1		30010:1	100	2016/08/03:2026/08/31	1
30602681	1		30010:1	100	2016/08/03:2026/08/31	1
30602682	1		30010:1	100	2016/08/03:2026/08/31	1
30602683	1		30010:1	100	2016/08/03:2026/08/31	1
30602684	1		30010:1	100	2016/08/03:2026/08/31	1
30602685	1		30010:1	100	2016/08/03:2026/08/31	1
30602686	1		30010:1	100	2016/08/03:2026/08/31	1
30602687	1		30010:1	100	2016/08/03:2026/08/31	1
30602688	1		30010:1	100	2016/08/03:2026/08/31	1
30602689	1		30010:1	100	2016/08/03:2026/08/31	1
30602690	1		30010:1	100	2016/08/03:2026/08/31	1
30602691	1		30010:1	100	2016/08/03:2026/08/31	1
30602692	1		30010:1	100	2016/08/03:2026/08/31	1
30602693	1		30010:1	100	2016/08/03:2026/08/31	1
30602694	1		30010:1	100	2016/08/03:2026/08/31	1
30602695	1		30010:1	100	2016/08/03:2026/08/31	1
30602696	1		30010:1	100	2016/08/03:2026/08/31	1
30602697	1		30010:1	100	2016/08/03:2026/08/31	1
30602698	1		30010:1	100	2016/08/03:2026/08/31	1
30602699	1		30010:1	100	2016/08/03:2026/08/31	1
30602700	1		30010:1	100	2016/08/03:2026/08/31	1
30602701	1		30010:1	100	2016/08/03:2026/08/31	1
30602702	1		30010:1	100	2016/08/03:2026/08/31	1
30602703	1		30010:1	100	2016/08/03:2026/08/31	1
30602704	1		30010:1	100	2016/08/03:2026/08/31	1
30602705	1		30010:1	100	2016/08/03:2026/08/31	1
30602706	1		30010:1	100	2016/08/03:2026/08/31	1
30602707	1		30010:1	100	2016/08/03:2026/08/31	1
30602708	1		30010:1	100	2016/08/03:2026/08/31	1
30602709	1		30010:1	100	2016/08/03:2026/08/31	1
30602710	1		30010:1	100	2016/08/03:2026/08/31	1
30602711	1		30010:1	100	2016/08/03:2026/08/31	1
30602712	1		30010:1	100	2016/08/03:2026/08/31	1
30602713	1		30010:1	100	2016/08/03:2026/08/31	1
30602714	1		30010:1	100	2016/08/03:2026/08/31	1
30602715	1		30010:1	100	2016/08/03:2026/08/31	1
30602716	1		30010:1	100	2016/08/03:2026/08/31	1
30602717	1		30010:1	100	2016/08/03:2026/08/31	1
30602718	1		30010:1	100	2016/08/03:2026/08/31	1
30602719	1		30010:1	100	2016/08/03:2026/08/31	1
30602720	1		30010:1	100	2016/08/03:2026/08/31	1
30602721	1		30010:1	100	2016/08/03:2026/08/31	1
30602722	1		30010:1	100	2016/08/03:2026/08/31	1
30602723	1		30010:1	100	2016/08/03:2026/08/31	1
30602724	1		30010:1	100	2016/08/03:2026/08/31	1
30602725	1		30010:1	100	2016/08/03:2026/08/31	1
30602726	1		30010:1	100	2016/08/03:2026/08/31	1
30602727	1		30010:1	100	2016/08/03:2026/08/31	1
30602728	1		30010:1	100	2016/08/03:2026/08/31	1
30602729	1		30010:1	100	2016/08/03:2026/08/31	1
30602730	1		30010:1	100	2016/08/03:2026/08/31	1
30602731	1		30010:1	100	2016/08/03:2026/08/31	1
30602732	1		30010:1	100	2016/08/03:2026/08/31	1
30602733	1		30010:1	100	2016/08/03:2026/08/31	1
30602734	1		30010:1	100	2016/08/03:2026/08/31	1
30602735	1		30010:1	100	2016/08/03:2026/08/31	1
30602736	1		30010:1	100	2016/08/03:2026/08/31	1
30602737	1		30010:1	100	2016/08/03:2026/08/31	1
30602738	1		30010:1	100	2016/08/03:2026/08/31	1
30602739	1		30010:1	100	2016/08/03:2026/08/31	1
30602740	1		30010:1	100	2016/08/03:2026/08/31	1
30602741	1		30010:1	100	2016/08/03:2026/08/31	1
30602742	1		30010:1	100	2016/08/03:2026/08/31	1
30602743	1		30010:1	100	2016/08/03:2026/08/31	1
30602744	1		30010:1	100	2016/08/03:2026/08/31	1
30602745	1		30010:1	100	2016/08/03:2026/08/31	1
30602746	1		30010:1	100	2016/08/03:2026/08/31	1
30602747	1		30010:1	100	2016/08/03:2026/08/31	1
30602748	1		30010:1	100	2016/08/03:2026/08/31	1
30602749	1		30010:1	100	2016/08/03:2026/08/31	1
30602750	1		30010:1	100	2016/08/03:2026/08/31	1
30602751	1		30010:1	100	2016/08/03:2026/08/31	1
30602752	1		30010:1	100	2016/08/03:2026/08/31	1
30602753	1		30010:1	100	2016/08/03:2026/08/31	1
30602754	1		30010:1	100	2016/08/03:2026/08/31	1
30602755	1		30010:1	100	2016/08/03:2026/08/31	1
30602756	1		30010:1	100	2016/08/03:2026/08/31	1
30602757	1		30010:1	100	2016/08/03:2026/08/31	1
30602758	1		30010:1	100	2016/08/03:2026/08/31	1
30602759	1		30010:1	100	2016/08/03:2026/08/31	1
30602760	1		30010:1	100	2016/08/03:2026/08/31	1
30602761	1		30010:1	100	2016/08/03:2026/08/31	1
30602762	1		30010:1	100	2016/08/03:2026/08/31	1
30602763	1		30010:1	100	2016/08/03:2026/08/31	1
30602764	1		30010:1	100	2016/08/03:2026/08/31	1
30602765	1		30010:1	100	2016/08/03:2026/08/31	1
30602766	1		30010:1	100	2016/08/03:2026/08/31	1
30602767	1		30010:1	100	2016/08/03:2026/08/31	1
30602768	1		30010:1	100	2016/08/03:2026/08/31	1
30602769	1		30010:1	100	2016/08/03:2026/08/31	1
30602770	1		30010:1	100	2016/08/03:2026/08/31	1
30602771	1		30010:1	100	2016/08/03:2026/08/31	1
30602772	1		30010:1	100	2016/08/03:2026/08/31	1
30602773	1		30010:1	100	2016/08/03:2026/08/31	1
30602774	1		30010:1	100	2016/08/03:2026/08/31	1
30602775	1		30010:1	100	2016/08/03:2026/08/31	1
30602776	1		30010:1	100	2016/08/03:2026/08/31	1
30602777	1		30010:1	100	2016/08/03:2026/08/31	1
30602778	1		30010:1	100	2016/08/03:2026/08/31	1
30602779	1		30010:1	100	2016/08/03:2026/08/31	1
30602780	1		30010:1	100	2016/08/03:2026/08/31	1
30602781	1		30010:1	100	2016/08/03:2026/08/31	1
30602782	1		30010:1	100	2016/08/03:2026/08/31	1
30602783	1		30010:1	100	2016/08/03:2026/08/31	1
30602784	1		30010:1	100	2016/08/03:2026/08/31	1
30602785	1		30010:1	100	2016/08/03:2026/08/31	1
30602786	1		30010:1	100	2016/08/03:2026/08/31	1
30602787	1		30010:1	100	2016/08/03:2026/08/31	1
30602788	1		30010:1	100	2016/08/03:2026/08/31	1
30602789	1		30010:1	100	2016/08/03:2026/08/31	1
30602790	1		30010:1	100	2016/08/03:2026/08/31	1
30602791	1		30010:1	100	2016/08/03:2026/08/31	1
30602792	1		30010:1	100	2016/08/03:2026/08/31	1
30602793	1		30010:1	100	2016/08/03:2026/08/31	1
30602794	1		30010:1	100	2016/08/03:2026/08/31	1
30602795	1		30010:1	100	2016/08/03:2026/08/31	1
30602796	1		30010:1	100	2016/08/03:2026/08/31	1
30602797	1		30010:1	100	2016/08/03:2026/08/31	1
30602798	1		30010:1	100	2016/08/03:2026/08/31	1
30602799	1		30010:1	100	2016/08/03:2026/08/31	1
30602800	1		30010:1	100	2016/08/03:2026/08/31	1
30602801	1		30010:1	100	2016/08/03:2026/08/31	1
30602802	1		30010:1	100	2016/08/03:2026/08/31	1
30602803	1		30010:1	100	2016/08/03:2026/08/31	1
30602804	1		30010:1	100	2016/08/03:2026/08/31	1
30602805	1		30010:1	100	2016/08/03:2026/08/31	1
30602806	1		30010:1	100	2016/08/03:2026/08/31	1
30602807	1		30010:1	100	2016/08/03:2026/08/31	1
30602808	1		30010:1	100	2016/08/03:2026/08/31	1
30602809	1		30010:1	100	2016/08/03:2026/08/31	1
30602810	1		30010:1	100	2016/08/03:2026/08/31	1
30602811	1		30010:1	100	2016/08/03:2026/08/31	1
30602812	1		30010:1	100	2016/08/03:2026/08/31	1
30602813	1		30010:1	100	2016/08/03:2026/08/31	1
30602814	1		30010:1	100	2016/08/03:2026/08/31	1
30602815	1		30010:1	100	2016/08/03:2026/08/31	1
30602816	1		30010:1	100	2016/08/03:2026/08/31	1
30602817	1		30010:1	100	2016/08/03:2026/08/31	1
30602818	1		30010:1	100	2016/08/03:2026/08/31	1
30602819	1		30010:1	100	2016/08/03:2026/08/31	1
30602820	1		30010:1	100	2016/08/03:2026/08/31	1
30602821	1		30010:1	100	2016/08/03:2026/08/31	1
30602822	1		30010:1	100	2016/08/03:2026/08/31	1
30602823	1		30010:1	100	2016/08/03:2026/08/31	1
30602824	1		30010:1	100	2016/08/03:2026/08/31	1
30602825	1		30010:1	100	2016/08/03:2026/08/31	1
30602826	1		30010:1	100	2016/08/03:2026/08/31	1
30602827	1		30010:1	100	2016/08/03:2026/08/31	1
30602828	1		30010:1	100	2016/08/03:2026/08/31	1
30602829	1		30010:1	100	2016/08/03:2026/08/31	1
30602830	1		30010:1	100	2016/08/03:2026/08/31	1
30602831	1		30010:1	100	2016/08/03:2026/08/31	1
30602832	1		30010:1	100	2016/08/03:2026/08/31	1
30602833	1		30010:1	100	2016/08/03:2026/08/31	1
30602834	1		30010:1	100	2016/08/03:2026/08/31	1
30602835	1		30010:1	100	2016/08/03:2026/08/31	1
30602836	1		30010:1	100	2016/08/03:2026/08/31	1
30602837	1		30010:1	100	2016/08/03:2026/08/31	1
30602838	1		30010:1	100	2016/08/03:2026/08/31	1
30602839	1		30010:1	100	2016/08/03:2026/08/31	1
30602840	1		30010:1	100	2016/08/03:2026/08/31	1
30602841	1		30010:1	100	2016/08/03:2026/08/31	1
30602842	1		30010:1	100	2016/08/03:2026/08/31	1
30602843	1		30010:1	100	2016/08/03:2026/08/31	1
30602844	1		30010:1	100	2016/08/03:2026/08/31	1
30602845	1		30010:1	100	2016/08/03:2026/08/31	1
30602846	1		30010:1	100	2016/08/03:2026/08/31	1
30602847	1		30010:1	100	2016/08/03:2026/08/31	1
30602848	1		30010:1	100	2016/08/03:2026/08/31	1
30602849	1		30010:1	100	2016/08/03:2026/08/31	1
30602850	1		30010:1	100	2016/08/03:2026/08/31	1
30602851	1		30010:1	100	2016/08/03:2026/08/31	1
30602852	1		30010:1	100	2016/08/03:2026/08/31	1
30602853	1		30010:1	100	2016/08/03:2026/08/31	1
30602854	1		30010:1	100	2016/08/03:2026/08/31	1
30602855	1		30010:1	100	2016/08/03:2026/08/31	1
30602856	1		30010:1	100	2016/08/03:2026/08/31	1
30602857	1		30010:1	100	2016/08/03:2026/08/31	1
30602858	1		30010:1	100	2016/08/03:2026/08/31	1
30602859	1		30010:1	100	2016/08/03:2026/08/31	1
30602860	1		30010:1	100	2016/08/03:2026/08/31	1
30602861	1		30010:1	100	2016/08/03:2026/08/31	1
30602862	1		30010:1	100	2016/08/03:2026/08/31	1
30602863	1		30010:1	100	2016/08/03:2026/08/31	1
30602864	1		30010:1	100	2016/08/03:2026/08/31	1
30602865	1		30010:1	100	2016/08/03:2026/08/31	1
30602866	1		30010:1	100	2016/08/03:2026/08/31	1
30602867	1		30010:1	100	2016/08/03:2026/08/31	1
30602868	1		30010:1	100	2016/08/03:2026/08/31	1
30602869	1		30010:1	100	2016/08/03:2026/08/31	1
30602870	1		30010:1	100	2016/08/03:2026/08/31	1
30602871	1		30010:1	100	2016/08/03:2026/08/31	1
30602872	1		30010:1	100	2016/08/03:2026/08/31	1
30602873	1		30010:1	100	2016/08/03:2026/08/31	1
30602874	1		30010:1	100	2016/08/03:2026/08/31	1
30602875	1		30010:1	100	2016/08/03:2026/08/31	1
30602876	1		30010:1	100	2016/08/03:2026/08/31	1
30602877	1		30010:1	100	2016/08/03:2026/08/31	1
30602878	1		30010:1	100	2016/08/03:2026/08/31	1
30602879	1		30010:1	100	2016/08/03:2026/08/31	1
30602880	1		30010:1	100	2016/08/03:2026/08/31	1
30602881	1		30010:1	100	2016/08/03:2026/08/31	1
30602882	1		30010:1	100	2016/08/03:2026/08/31	1
30602883	1		30010:1	100	2016/08/03:2026/08/31	1
30602884	1		30010:1	100	2016/08/03:2026/08/31	1
30602885	1		30010:1	100	2016/08/03:2026/08/31	1
30602886	1		30010:1	100	2016/08/03:2026/08/31	1
30602887	1		30010:1	100	2016/08/03:2026/08/31	1
30602888	1		30010:1	100	2016/08/03:2026/08/31	1
30602889	1		30010:1	100	2016/08/03:2026/08/31	1
30602890	1		30010:1	100	2016/08/03:2026/08/31	1
30602891	1		30010:1	100	2016/08/03:2026/08/31	1
30602892	1		30010:1	100	2016/08/03:2026/08/31	1
30602893	1		30010:1	100	2016/08/03:2026/08/31	1
30602894	1		30010:1	100	2016/08/03:2026/08/31	1
30602895	1		30010:1	100	2016/08/03:2026/08/31	1
30602896	1		30010:1	100	2016/08/03:2026/08/31	1
30602897	1		30010:1	100	2016/08/03:2026/08/31	1
30602898	1		30010:1	100	2016/08/03:2026/08/31	1
30602899	1		30010:1	100	2016/08/03:2026/08/31	1
30602900	1		30010:1	100	2016/08/03:2026/08/31	1
30602901	1		30010:1	100	2016/08/03:2026/08/31	1
30602902	1		30010:1	100	2016/08/03:2026/08/31	1
30602903	1		30010:1	100	2016/08/03:2026/08/31	1
30602904	1		30010:1	100	2016/08/03:2026/08/31	1
30602905	1		30010:1	100	2016/08/03:2026/08/31	1
30602906	1		30010:1	100	2016/08/03:2026/08/31	1
30602907	1		30010:1	100	2016/08/03:2026/08/31	1
30602908	1		30010:1	100	2016/08/03:2026/08/31	1
30602909	1		30010:1	100	2016/08/03:2026/08/31	1
30602910	1		30010:1	100	2016/08/03:2026/08/31	1
30602911	1		30010:1	100	2016/08/03:2026/08/31	1
30602912	1		30010:1	100	2016/08/03:2026/08/31	1
30602913	1		30010:1	100	2016/08/03:2026/08/31	1
30602914	1		30010:1	100	2016/08/03:2026/08/31	1
30602915	1		30010:1	100	2016/08/03:2026/08/31	1
30602916	1		30010:1	100	2016/08/03:2026/08/31	1
30602917	1		30010:1	100	2016/08/03:2026/08/31	1
30602918	1		30010:1	100	2016/08/03:2026/08/31	1
30602919	1		30010:1	100	2016/08/03:2026/08/31	1
30602920	1		30010:1	100	2016/08/03:2026/08/31	1
30602921	1		30010:1	100	2016/08/03:2026/08/31	1
30602922	1		30010:1	100	2016/08/03:2026/08/31	1
30602923	1		30010:1	100	2016/08/03:2026/08/31	1
30602924	1		30010:1	100	2016/08/03:2026/08/31	1
30602925	1		30010:1	100	2016/08/03:2026/08/31	1
30602926	1		30010:1	100	2016/08/03:2026/08/31	1
30602927	1		30010:1	100	2016/08/03:2026/08/31	1
30602928	1		30010:1	100	2016/08/03:2026/08/31	1
30602929	1		30010:1	100	2016/08/03:2026/08/31	1
30602930	1		30010:1	100	2016/08/03:2026/08/31	1
30602931	1		30010:1	100	2016/08/03:2026/08/31	1
30602932	1		30010:1	100	2016/08/03:2026/08/31	1
30602933	1		30010:1	100	2016/08/03:2026/08/31	1
30602934	1		30010:1	100	2016/08/03:2026/08/31	1
30602935	1		30010:1	100	2016/08/03:2026/08/31	1
30602936	1		30010:1	100	2016/08/03:2026/08/31	1
30602937	1		30010:1	100	2016/08/03:2026/08/31	1
30602938	1		30010:1	100	2016/08/03:2026/08/31	1
30602939	1		30010:1	100	2016/08/03:2026/08/31	1
30602940	1		30010:1	100	2016/08/03:2026/08/31	1
30602941	1		30010:1	100	2016/08/03:2026/08/31	1
30602942	1		30010:1	100	2016/08/03:2026/08/31	1
30602943	1		30010:1	100	2016/08/03:2026/08/31	1
30602944	1		30010:1	100	2016/08/03:2026/08/31	1
30602945	1		30010:1	100	2016/08/03:2026/08/31	1
30602946	1		30010:1	100	2016/08/03:2026/08/31	1
30602947	1		30010:1	100	2016/08/03:2026/08/31	1
30602948	1		30010:1	100	2016/08/03:2026/08/31	1
30602949	1		30010:1	100	2016/08/03:2026/08/31	1
30602950	1		30010:1	100	2016/08/03:2026/08/31	1
30602951	1		30010:1	100	2016/08/03:2026/08/31	1
30602952	1		30010:1	100	2016/08/03:2026/08/31	1
30602953	1		30010:1	100	2016/08/03:2026/08/31	1
30602954	1		30010:1	100	2016/08/03:2026/08/31	1
30602955	1		30010:1	100	2016/08/03:2026/08/31	1
30602956	1		30010:1	100	2016/08/03:2026/08/31	1
30602957	1		30010:1	100	2016/08/03:2026/08/31	1
30602958	1		30010:1	100	2016/08/03:2026/08/31	1
30602959	1		30010:1	100	2016/08/03:2026/08/31	1
