物品ID	物品图标	掉落模型	物品名字	物品类型名称	物品介绍	限制等级	职业限制	物品品质	物品类型	装备部件	打孔器位置	熔炼值	消耗类型	消耗数值	使用CD	购买货币	购买价格	出售价格	最大叠加数	是否可强化	打孔类型	是否可打孔	增加类型1	增加数值1	增加类型2	增加数值2	礼包物品	触发任务ID	装备外观	来源	最小物理攻击	最大物理攻击	最小物理防御	最大物理防御	最小魔法攻击	最大魔法攻击	最小魔法防御	最大魔法防御	最小生命值	最大生命值	最小物理暴击	最大物理暴击	最小魔法暴击	最大魔法暴击	最小物理抗暴击	最大物理抗暴击	最小魔法抗暴击	最大魔法抗暴击	最小格挡率	最大格挡率	最小闪避率	最大闪避率	最小魔法回复率	最大魔法回复率	最小格挡值	最大格挡值	最小命中率	最大命中率	最小血球回复率	最大血球回复率
42405010	item_pants_000.png		魔法导师长裤	裤子	魔法导师长裤，需达到一定等级才能穿上。	50	40:41:42:43	2	4	5		510	0	0	0	0	10	10	1	1		5040	0	0	0	0	0	0	0		0	0	2104	3006	0	0	0	0	0	0	0	0	0	0	2104	3006	0	0	0	0	0	0	0	0	0	0	0	0	0	0
42405011	item_pants_001.png		生命收割长裤	裤子	一位对魔能有狂热欲望的魔法师打造的长裤，感觉很厉害。	55	40:41:42:43	2	4	5		560	0	0	0	0	10	10	1	1		5040	0	0	0	0	0	0	0		0	0	2580	3686	0	0	0	0	0	0	0	0	0	0	2580	3686	0	0	0	0	0	0	0	0	0	0	0	0	0	0
42405012	item_pants_002.png		四季元素长裤	裤子	采集四季元素，用树叶、蔓藤、花朵缝制的一款腿部防具。	60	40:41:42:43	2	4	5		610	0	0	0	0	10	10	1	1		5040	0	0	0	0	0	0	0		0	0	3103	4433	0	0	0	0	0	0	0	0	0	0	3103	4433	0	0	0	0	0	0	0	0	0	0	0	0	0	0
42405013	item_pants_003.png		暮光信徒长裤	裤子	有着黄金宽腰带的一款长裤，金银丝织成的布料闪耀着暮光一样的光芒。	65	40:41:42:43	2	4	5		660	0	0	0	0	10	10	1	1		5040	0	0	0	0	0	0	0		0	0	3675	5250	0	0	0	0	0	0	0	0	0	0	3675	5250	0	0	0	0	0	0	0	0	0	0	0	0	0	0
42405014	item_pants_004.png		神圣勋章长裤	裤子	长裤两侧挂着银制的勋章，那是勇者的标志。	70	40:41:42:43	2	4	5		710	0	0	0	0	10	10	1	1		5040	0	0	0	0	0	0	0		0	0	4294	6134	0	0	0	0	0	0	0	0	0	0	4294	6134	0	0	0	0	0	0	0	0	0	0	0	0	0	0
42405015	item_pants_005.png		赤色月蚀长裤	裤子	会在黑暗中浮现出赤色月蚀图案的长裤，据说隐藏着神秘的力量。	75	40:41:42:43	2	4	5		760	0	0	0	0	10	10	1	1		5040	0	0	0	0	0	0	0		0	0	4961	7088	0	0	0	0	0	0	0	0	0	0	4961	7088	0	0	0	0	0	0	0	0	0	0	0	0	0	0
42405016	item_pants_000.png		魔法起源长裤	裤子	传说，在魔法诞生之时这件装备就存在了，没人知道它现在在哪里。	80	40:41:42:43	2	4	5		810	0	0	0	0	10	10	1	1		5040	0	0	0	0	0	0	0		0	0	5676	8109	0	0	0	0	0	0	0	0	0	0	5676	8109	0	0	0	0	0	0	0	0	0	0	0	0	0	0
42405017	item_pants_001.png		古代遗迹护腿	裤子	探险队在一处古代遗迹里发现的护腿，表面已经被风沙侵蚀的看不出材质，不知道还能使用不。	85	40:41:42:43	2	4	5		860	0	0	0	0	10	10	1	1		5040	0	0	0	0	0	0	0		0	0	6439	9199	0	0	0	0	0	0	0	0	0	0	6439	9199	0	0	0	0	0	0	0	0	0	0	0	0	0	0
42405018	item_pants_002.png		魔能无双护腿	裤子	魔能无双护腿，独一无二的稀有装备。	90	40:41:42:43	2	4	5		910	0	0	0	0	10	10	1	1		5040	0	0	0	0	0	0	0		0	0	7250	10357	0	0	0	0	0	0	0	0	0	0	7250	10357	0	0	0	0	0	0	0	0	0	0	0	0	0	0
42405019	item_pants_003.png		寒月敛光长裤	裤子	独特鲛丝材质织成的长裤，表面反射出冰冷的寒光，柔韧性极佳。	95	40:41:42:43	2	4	5		960	0	0	0	0	10	10	1	1		5040	0	0	0	0	0	0	0		0	0	8108	11583	0	0	0	0	0	0	0	0	0	0	8108	11583	0	0	0	0	0	0	0	0	0	0	0	0	0	0
42405020	item_pants_004.png		末日天祈护腿	裤子	远古末日来临之时，在全体人类祈祷声中打造得传世装备。	100	40:41:42:43	2	4	5		1010	0	0	0	0	10	10	1	1		5040	0	0	0	0	0	0	0		0	0	9014	12878	0	0	0	0	0	0	0	0	0	0	9014	12878	0	0	0	0	0	0	0	0	0	0	0	0	0	0
42505005	item_pants_001.png		圣者长裤	裤子	将粗糙的树皮纤维敲打成布料，制成的破烂长裤，迎风一抖就要碎裂的感觉。	25	50:51:52:53	2	4	5		260	0	0	0	0	10	10	1	1		5050	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
42505006	item_pants_002.png		圣魂长裤	裤子	牛头首领皮革和鬓毛制成的长裤，穿上后显得整个人特别潇洒不羁。	30	50:51:52:53	2	4	5		310	0	0	0	0	10	10	1	1		5050	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
42505007	item_pants_003.png		圣灵长裤	裤子	据说被圣灵赐福过的长裤，或许能过在战斗中给你带来好运。	35	50:51:52:53	2	4	5		360	0	0	0	0	10	10	1	1		5050	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
42505008	item_pants_004.png		誓言长裤	裤子	传说中一位女法师在恋人上战场之前，将两人相爱的誓言缝制在了这条裤子上。	40	50:51:52:53	2	4	5		410	0	0	0	0	10	10	1	1		5050	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
42505009	item_pants_005.png		冥想护腿	裤子	半透明材质的，表面浮动着思想之光的一件装备。	45	50:51:52:53	2	4	5		460	0	0	0	0	10	10	1	1		5050	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
42505010	item_pants_000.png		冰龙护腿	裤子	使用冰龙一整个巨大鳞片打造的护腿。	50	50:51:52:53	2	4	5		510	0	0	0	0	10	10	1	1		5050	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
42505011	item_pants_001.png		永恒之光长裤	裤子	充满正义之力的护腿，正义所释放的永恒之光笼罩着它。	55	50:51:52:53	2	4	5		560	0	0	0	0	10	10	1	1		5050	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
42505012	item_pants_002.png		圣光骑士护腿	裤子	造型传统的沉重铁质护腿，走起路来会发出铁器碰撞的声音。	60	50:51:52:53	2	4	5		610	0	0	0	0	10	10	1	1		5050	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
42505013	item_pants_003.png		紫杉神木护腿	裤子	紫杉神木制成的护腿，气味很好闻。	65	50:51:52:53	2	4	5		660	0	0	0	0	10	10	1	1		5050	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
42505014	item_pants_004.png		黄金牧师长裤	裤子	黄金熔炼为金线后缝制的长裤，金光闪闪特别土豪。	70	50:51:52:53	2	4	5		710	0	0	0	0	10	10	1	1		5050	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
42505015	item_pants_005.png		封灵者长裤	裤子	封灵者穿的长裤，是达到一定等级后的身份象征。	75	50:51:52:53	2	4	5		760	0	0	0	0	10	10	1	1		5050	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
42505016	item_pants_000.png		坠落之尘长裤	裤子	蒙满尘埃的一条长裤，不要看它破旧，其实是很厉害的一个装备。	80	50:51:52:53	2	4	5		810	0	0	0	0	10	10	1	1		5050	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
42505017	item_pants_001.png		圣光残影长裤	裤子	圣光残影在这里交汇，非常稀有的一条长裤。	85	50:51:52:53	2	4	5		860	0	0	0	0	10	10	1	1		5050	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
42505018	item_pants_002.png		千月之迷长裤	裤子	月光织就得长裤，隐藏着神秘的力量。	90	50:51:52:53	2	4	5		910	0	0	0	0	10	10	1	1		5050	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
42505019	item_pants_003.png		真光女王长裤	裤子	特殊魔法材料织成的长裤，穿上后周身散发出神圣的光芒。	95	50:51:52:53	2	4	5		960	0	0	0	0	10	10	1	1		5050	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
42505020	item_pants_004.png		炎火天道护腿	裤子	各种能力都达到极致的一款护腿，表面燃烧着美丽的火焰纹理。	100	50:51:52:53	2	4	5		1010	0	0	0	0	10	10	1	1		5050	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
42605005	item_pants_001.png		黑夜皮裤	裤子	旧物商店买来的不知道多少手的裤子，没钱的时候只能先凑合穿了。	25	60:61:62:63	2	4	5		260	0	0	0	0	10	10	1	1		5060	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
42605006	item_pants_002.png		暗夜皮裤	裤子	用墨汁浸染的树皮软化后制成的长裤，可以在黑夜里帮你更好的伪装起来。	30	60:61:62:63	2	4	5		310	0	0	0	0	10	10	1	1		5060	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
42605007	item_pants_003.png		极夜皮裤	裤子	暗黑之地捕获的神秘怪物皮革制成的皮裤，穿上总有种异样的感觉。	35	60:61:62:63	2	4	5		360	0	0	0	0	10	10	1	1		5060	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
42605008	item_pants_004.png		迷雾之鳞皮裤	裤子	灰色不知名鳞片织成的皮裤，走起路来会擦擦作响。	40	60:61:62:63	2	4	5		410	0	0	0	0	10	10	1	1		5060	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
42605009	item_pants_005.png		光速之刃护腿	裤子	钛合金打造的轻薄柔韧护腿。	45	60:61:62:63	2	4	5		460	0	0	0	0	10	10	1	1		5060	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
42605010	item_pants_000.png		逆天无归护腿	裤子	玄铁打造的两段式护腿，可以很好地保护穿戴者的大腿和小腿部位。	50	60:61:62:63	2	4	5		510	0	0	0	0	10	10	1	1		5060	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
42605011	item_pants_001.png		沾血魂灵长裤	裤子	血灵掌控的长裤，一件很危险的装备。	55	60:61:62:63	2	4	5		560	0	0	0	0	10	10	1	1		5060	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
42605012	item_pants_002.png		黑暗契约护腿	裤子	暗夜使者高级护腿，黑暗中这条护腿发着幽光。	60	60:61:62:63	2	4	5		610	0	0	0	0	10	10	1	1		5060	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
42605013	item_pants_003.png		异魔封神护腿	裤子	被魔鬼之力侵蚀的护腿，佩戴者要小心不要失去自我被异魔所操控。	65	60:61:62:63	2	4	5		660	0	0	0	0	10	10	1	1		5060	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
42605014	item_pants_004.png		百鬼夜行长裤	裤子	穿上这条长裤，在夜里会听到百鬼哭号的声音。	70	60:61:62:63	2	4	5		710	0	0	0	0	10	10	1	1		5060	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
42605015	item_pants_005.png		刺客信条护腿	裤子	兽皮制成的护腿，内部刻满了神秘的刺客信条	75	60:61:62:63	2	4	5		760	0	0	0	0	10	10	1	1		5060	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
42605016	item_pants_000.png		术士之道护腿	裤子	术士之中的最强者打造的一件护腿。	80	60:61:62:63	2	4	5		810	0	0	0	0	10	10	1	1		5060	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
42605017	item_pants_001.png		极影天玄护腿	裤子	稀有暗夜使者护腿，很难得到要珍惜。	85	60:61:62:63	2	4	5		860	0	0	0	0	10	10	1	1		5060	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
42605018	item_pants_002.png		释魂之灵护腿	裤子	暗之魄附着的长裤，穿戴者有时会感觉到彻骨的寒意。	90	60:61:62:63	2	4	5		910	0	0	0	0	10	10	1	1		5060	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
42605019	item_pants_003.png		暗语霜花长裤	裤子	从上至下缓慢开满暗之霜花的长裤，附加神秘属性。	95	60:61:62:63	2	4	5		960	0	0	0	0	10	10	1	1		5060	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
42605020	item_pants_004.png		死亡主宰长裤	裤子	死亡主宰长裤，逆转生命主宰死亡，强大的暗能让一些窥视者胆寒。	100	60:61:62:63	2	4	5		1010	0	0	0	0	10	10	1	1		5060	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
43105005	item_pants_001.png		剑客长裤	裤子	破烂的粗布裤子，初级剑客只能穿这么惨的装备。	25	10:11:12:13	3	4	5		270	0	0	0	0	10	10	1	1		5010	0	0	0	0	0	0	0	1:1084;1:1097;	0	0	443	633	0	0	0	0	0	0	0	0	0	0	468	668	0	0	0	0	0	0	0	0	0	0	0	0	0	0
43105006	item_pants_002.png		剑神长裤	裤子	代代相传的剑神长裤，已经被穿的补丁摞补丁没一处好地方了。	30	10:11:12:13	3	4	5		320	0	0	0	0	10	10	1	1		5010	0	0	0	0	0	0	0	1:1109;1:1123;	0	0	680	971	0	0	0	0	0	0	0	0	0	0	717	1025	0	0	0	0	0	0	0	0	0	0	0	0	0	0
43105007	item_pants_003.png		剑宗长裤	裤子	蛛丝材质镶嵌宝石碎片的长裤，走低路来会发出叮叮当当的撞击摩擦声。	35	10:11:12:13	3	4	5		370	0	0	0	0	10	10	1	1		5010	0	0	0	0	0	0	0	1:1137;1:1150;	0	0	964	1377	0	0	0	0	0	0	0	0	0	0	1017	1454	0	0	0	0	0	0	0	0	0	0	0	0	0	0
43105008	item_pants_004.png		龙跃长裤	裤子	用龙皮和龙鳞制成的坚硬长裤，很沉重。	40	10:11:12:13	3	4	5		420	0	0	0	0	10	10	1	1		5010	0	0	0	0	0	0	0	1:1162;1:1176;	0	0	1296	1852	0	0	0	0	0	0	0	0	0	0	1368	1954	0	0	0	0	0	0	0	0	0	0	0	0	0	0
43105009	item_pants_005.png		黑暗君主长裤	裤子	暗精灵在地底极深处打造的纯黑色长裤。	45	10:11:12:13	3	4	5		470	0	0	0	0	10	10	1	1		5010	0	0	0	0	0	0	0	1:1186;1:1198;	0	0	1676	2395	0	0	0	0	0	0	0	0	0	0	1769	2528	0	0	0	0	0	0	0	0	0	0	0	0	0	0
43105010	item_pants_000.png		天帝长裤	裤子	传说中用珍贵的鲛人丝绸制成的长裤，很稀有。	50	10:11:12:13	3	4	5		520	0	0	0	0	10	10	1	1		5010	0	0	0	0	0	0	0		0	0	2104	3006	0	0	0	0	0	0	0	0	0	0	2221	3173	0	0	0	0	0	0	0	0	0	0	0	0	0	0
43105011	item_pants_001.png		织炎长裤	裤子	捕获森林中的红色哥布林后，用它的皮毛制成的长裤。	55	10:11:12:13	3	4	5		570	0	0	0	0	10	10	1	1		5010	0	0	0	0	0	0	0		0	0	2580	3686	0	0	0	0	0	0	0	0	0	0	2723	3890	0	0	0	0	0	0	0	0	0	0	0	0	0	0
43105012	item_pants_002.png		寒冰蛛丝长裤	裤子	冰蓝色泛着银光的长裤，用冰冷的蛛丝织成。	60	10:11:12:13	3	4	5		620	0	0	0	0	10	10	1	1		5010	0	0	0	0	0	0	0		0	0	3103	4433	0	0	0	0	0	0	0	0	0	0	3276	4680	0	0	0	0	0	0	0	0	0	0	0	0	0	0
43105013	item_pants_003.png		金线狼皮长裤	裤子	狼皮制成的长裤，绣有金线，保暖性能很好。	65	10:11:12:13	3	4	5		670	0	0	0	0	10	10	1	1		5010	0	0	0	0	0	0	0		0	0	3675	5250	0	0	0	0	0	0	0	0	0	0	3879	5541	0	0	0	0	0	0	0	0	0	0	0	0	0	0
43105014	item_pants_004.png		武尊之血长裤	裤子	魔化武尊的鲜血溅在这条长裤上，赋予了它血腥的力量。	70	10:11:12:13	3	4	5		720	0	0	0	0	10	10	1	1		5010	0	0	0	0	0	0	0		0	0	4294	6134	0	0	0	0	0	0	0	0	0	0	4533	6475	0	0	0	0	0	0	0	0	0	0	0	0	0	0
43105015	item_pants_005.png		雨落断尘长裤	裤子	雨过天晴蓝长裤，走过之处不染片尘。	75	10:11:12:13	3	4	5		770	0	0	0	0	10	10	1	1		5010	0	0	0	0	0	0	0		0	0	4961	7088	0	0	0	0	0	0	0	0	0	0	5237	7481	0	0	0	0	0	0	0	0	0	0	0	0	0	0
43105016	item_pants_000.png		驭剑者长裤	裤子	驭剑者长裤，或许能帮助你更好的驾驭自己的力量。	80	10:11:12:13	3	4	5		820	0	0	0	0	10	10	1	1		5010	0	0	0	0	0	0	0		0	0	5676	8109	0	0	0	0	0	0	0	0	0	0	5992	8559	0	0	0	0	0	0	0	0	0	0	0	0	0	0
43105017	item_pants_001.png		血战英灵长裤	裤子	血战英灵长裤，穿上后会获得无上的勇气。	85	10:11:12:13	3	4	5		870	0	0	0	0	10	10	1	1		5010	0	0	0	0	0	0	0		0	0	6439	9199	0	0	0	0	0	0	0	0	0	0	6797	9710	0	0	0	0	0	0	0	0	0	0	0	0	0	0
43105018	item_pants_002.png		鬼影狂刀长裤	裤子	怪物皮革制成的长裤，上面点缀着魔化武尊狂刀的碎片。。	90	10:11:12:13	3	4	5		920	0	0	0	0	10	10	1	1		5010	0	0	0	0	0	0	0		0	0	7250	10357	0	0	0	0	0	0	0	0	0	0	7652	10932	0	0	0	0	0	0	0	0	0	0	0	0	0	0
43105019	item_pants_003.png		神隐剑宗长裤	裤子	宽松的长裤，穿上后缥缈潇洒如仙人，是否会获得仙人的力量就不得而知了。	95	10:11:12:13	3	4	5		970	0	0	0	0	10	10	1	1		5010	0	0	0	0	0	0	0		0	0	8108	11583	0	0	0	0	0	0	0	0	0	0	8559	12227	0	0	0	0	0	0	0	0	0	0	0	0	0	0
43105020	item_pants_004.png		降魔诛心长裤	裤子	降魔者穿过的一件装备，纯黑色的裤子被魔鬼抓出了许多血红色的伤痕。	100	10:11:12:13	3	4	5		1020	0	0	0	0	10	10	1	1		5010	0	0	0	0	0	0	0		0	0	9014	12878	0	0	0	0	0	0	0	0	0	0	9515	13593	0	0	0	0	0	0	0	0	0	0	0	0	0	0
43205005	item_pants_001.png		飞鹰长裤	裤子	裤子两侧插着几个鹰的羽毛，穿起来很潇洒。	25	20:21:22:23	3	4	5		270	0	0	0	0	10	10	1	1		5020	0	0	0	0	0	0	0	1:1084;1:1097;	0	0	492	703	0	0	0	0	0	0	0	0	0	0	492	703	0	0	0	0	0	0	0	0	0	0	0	0	0	0
43205006	item_pants_002.png		山鹰长裤	裤子	裤脚和膝盖部位都缝有锋利的鹰爪，便于攻击敌人。	30	20:21:22:23	3	4	5		320	0	0	0	0	10	10	1	1		5020	0	0	0	0	0	0	0	1:1109;1:1123;	0	0	755	1079	0	0	0	0	0	0	0	0	0	0	755	1079	0	0	0	0	0	0	0	0	0	0	0	0	0	0
43205007	item_pants_003.png		神鹰长裤	裤子	非常稀有的红色神鹰的皮毛制成的长裤，快速移动时鹰的羽毛迎风飞扬。	35	20:21:22:23	3	4	5		370	0	0	0	0	10	10	1	1		5020	0	0	0	0	0	0	0	1:1137;1:1150;	0	0	1071	1530	0	0	0	0	0	0	0	0	0	0	1071	1530	0	0	0	0	0	0	0	0	0	0	0	0	0	0
43205008	item_pants_004.png		力敏长裤	裤子	这是一条绑着夸张造型的金属腰带，颜色斑斓的紧身皮裤。	40	20:21:22:23	3	4	5		420	0	0	0	0	10	10	1	1		5020	0	0	0	0	0	0	0	1:1162;1:1176;	0	0	1440	2057	0	0	0	0	0	0	0	0	0	0	1440	2057	0	0	0	0	0	0	0	0	0	0	0	0	0	0
43205009	item_pants_005.png		天界长裤	裤子	据说是天界人利用神秘的科技打造的一款长裤，造型很拉风。	45	20:21:22:23	3	4	5		470	0	0	0	0	10	10	1	1		5020	0	0	0	0	0	0	0	1:1186;1:1198;	0	0	1862	2661	0	0	0	0	0	0	0	0	0	0	1862	2661	0	0	0	0	0	0	0	0	0	0	0	0	0	0
43205010	item_pants_000.png		射杀者长裤	裤子	取得一定数量的敌人首级后，你才有资格穿上这件装备。	50	20:21:22:23	3	4	5		520	0	0	0	0	10	10	1	1		5020	0	0	0	0	0	0	0		0	0	2338	3340	0	0	0	0	0	0	0	0	0	0	2338	3340	0	0	0	0	0	0	0	0	0	0	0	0	0	0
43205011	item_pants_001.png		逐风者长裤	裤子	轻薄的纱织长裤，追风少年必备。	55	20:21:22:23	3	4	5		570	0	0	0	0	10	10	1	1		5020	0	0	0	0	0	0	0		0	0	2867	4095	0	0	0	0	0	0	0	0	0	0	2867	4095	0	0	0	0	0	0	0	0	0	0	0	0	0	0
43205012	item_pants_002.png		雷霆之怒长裤	裤子	名字很狂暴的一条长裤，被穿着这条长裤的腿扫到会受重伤吧。	60	20:21:22:23	3	4	5		620	0	0	0	0	10	10	1	1		5020	0	0	0	0	0	0	0		0	0	3448	4926	0	0	0	0	0	0	0	0	0	0	3448	4926	0	0	0	0	0	0	0	0	0	0	0	0	0	0
43205013	item_pants_003.png		吞噬者长裤	裤子	从吞噬者肚子里呕吐出来的一条裤子，布满了粘稠的口水，看起来超恶心。	65	20:21:22:23	3	4	5		670	0	0	0	0	10	10	1	1		5020	0	0	0	0	0	0	0		0	0	4083	5833	0	0	0	0	0	0	0	0	0	0	4083	5833	0	0	0	0	0	0	0	0	0	0	0	0	0	0
43205014	item_pants_004.png		群星之变长裤	裤子	点缀着许多繁星的长裤，看起来真是酷炫极了。	70	20:21:22:23	3	4	5		720	0	0	0	0	10	10	1	1		5020	0	0	0	0	0	0	0		0	0	4771	6816	0	0	0	0	0	0	0	0	0	0	4771	6816	0	0	0	0	0	0	0	0	0	0	0	0	0	0
43205015	item_pants_005.png		悲哀猎人长裤	裤子	破烂的猎人长裤，没人知道它曾经的主人发生了什么。	75	20:21:22:23	3	4	5		770	0	0	0	0	10	10	1	1		5020	0	0	0	0	0	0	0		0	0	5513	7875	0	0	0	0	0	0	0	0	0	0	5513	7875	0	0	0	0	0	0	0	0	0	0	0	0	0	0
43205016	item_pants_000.png		涉猎传说长裤	裤子	很帅气的一条裤子，穿起来很男人很潇洒。	80	20:21:22:23	3	4	5		820	0	0	0	0	10	10	1	1		5020	0	0	0	0	0	0	0		0	0	6307	9010	0	0	0	0	0	0	0	0	0	0	6307	9010	0	0	0	0	0	0	0	0	0	0	0	0	0	0
43205017	item_pants_001.png		暮星龙王长裤	裤子	传说中在暮星陨落之时龙王将暮星的灵魂和自己融合，现在你还能在这条长裤上看到龙王的图腾。	85	20:21:22:23	3	4	5		870	0	0	0	0	10	10	1	1		5020	0	0	0	0	0	0	0		0	0	7154	10221	0	0	0	0	0	0	0	0	0	0	7154	10221	0	0	0	0	0	0	0	0	0	0	0	0	0	0
43205018	item_pants_002.png		上古守护长裤	裤子	上古守护长裤，赋予穿戴者无上的守护之力。	90	20:21:22:23	3	4	5		920	0	0	0	0	10	10	1	1		5020	0	0	0	0	0	0	0		0	0	8055	11507	0	0	0	0	0	0	0	0	0	0	8055	11507	0	0	0	0	0	0	0	0	0	0	0	0	0	0
43205019	item_pants_003.png		远古王者长裤	裤子	远古王者长裤，传说中的装备，能够得到它是你的荣幸。	95	20:21:22:23	3	4	5		970	0	0	0	0	10	10	1	1		5020	0	0	0	0	0	0	0		0	0	9009	12870	0	0	0	0	0	0	0	0	0	0	9009	12870	0	0	0	0	0	0	0	0	0	0	0	0	0	0
43205020	item_pants_004.png		时光之枪长裤	裤子	击穿时空从过去走来，这就是时空之枪长裤。	100	20:21:22:23	3	4	5		1020	0	0	0	0	10	10	1	1		5020	0	0	0	0	0	0	0		0	0	10016	14309	0	0	0	0	0	0	0	0	0	0	10016	14309	0	0	0	0	0	0	0	0	0	0	0	0	0	0
43305005	item_pants_001.png		斗者长裤	裤子	蛛丝和粗布混纺而成的长裤，很容易被撕破。	25	30:31:32:33	3	4	5		270	0	0	0	0	10	10	1	1		5030	0	0	0	0	0	0	0	1:1084;1:1097;	0	0	492	703	0	0	0	0	0	0	0	0	0	0	492	703	0	0	0	0	0	0	0	0	0	0	0	0	0	0
43305006	item_pants_002.png		斗灵长裤	裤子	纯蛛丝制成的长裤，轻飘飘的感觉穿上就会走光。	30	30:31:32:33	3	4	5		320	0	0	0	0	10	10	1	1		5030	0	0	0	0	0	0	0	1:1109;1:1123;	0	0	755	1079	0	0	0	0	0	0	0	0	0	0	755	1079	0	0	0	0	0	0	0	0	0	0	0	0	0	0
43305007	item_pants_003.png		斗神长裤	裤子	狼皮制成的长裤，里面全是湿哒哒的汗液。	35	30:31:32:33	3	4	5		370	0	0	0	0	10	10	1	1		5030	0	0	0	0	0	0	0	1:1137;1:1150;	0	0	1071	1530	0	0	0	0	0	0	0	0	0	0	1071	1530	0	0	0	0	0	0	0	0	0	0	0	0	0	0
