技能唯一ID	技能类型	动画资源名	图标	技能名称	释放距离X	释放纵深	职业所属	等级	开启等级	前置技能	前置技能等级	所需金币	材料1	材料1数量	材料2	材料2数量	品质	冷却	物理伤害比例	魔法伤害比例	物理固定伤害	魔法固定伤害	物理暴击值	魔法暴击值	命中值	技能消耗能量	技能说明	天赋预览	伤害类型	其他属性计算
30571029	1	card_018_skill1	item_skill_0330.png	追踪者	550	100	23	29	29	0	0	0	72000001	143	73000001	73	0	6000	0	10510	0	28188	0	0	0	12	[txt:size=18 color=white]投影出一组可追踪敌人的机器人。机器人将在追踪到目标或持续5秒后，自爆[r]造成[txt:size=18 color=green]105.1%+28188[txt:size=18 color=white]点魔法伤害。		0	0
30571030	1	card_018_skill1	item_skill_0330.png	追踪者	550	100	23	30	29	0	0	0	72000001	148	73000001	75	0	6000	0	10530	0	29160	0	0	0	12	[txt:size=18 color=white]投影出一组可追踪敌人的机器人。机器人将在追踪到目标或持续5秒后，自爆[r]造成[txt:size=18 color=green]105.3%+29160[txt:size=18 color=white]点魔法伤害。		0	0
30571031	1	card_018_skill1	item_skill_0330.png	追踪者	550	100	23	31	30	0	0	0	73000001	78	74000001	51	0	6000	0	10540	0	30132	0	0	0	12	[txt:size=18 color=white]投影出一组可追踪敌人的机器人。机器人将在追踪到目标或持续5秒后，自爆[r]造成[txt:size=18 color=green]105.4%+30132[txt:size=18 color=white]点魔法伤害。		0	0
30571032	1	card_018_skill1	item_skill_0330.png	追踪者	550	100	23	32	30	0	0	0	73000001	80	74000001	52	0	6000	0	10560	0	31104	0	0	0	12	[txt:size=18 color=white]投影出一组可追踪敌人的机器人。机器人将在追踪到目标或持续5秒后，自爆[r]造成[txt:size=18 color=green]105.6%+31104[txt:size=18 color=white]点魔法伤害。		0	0
30571033	1	card_018_skill1	item_skill_0330.png	追踪者	550	100	23	33	31	0	0	0	73000001	83	74000001	54	0	6000	0	10580	0	32076	0	0	0	12	[txt:size=18 color=white]投影出一组可追踪敌人的机器人。机器人将在追踪到目标或持续5秒后，自爆[r]造成[txt:size=18 color=green]105.8%+32076[txt:size=18 color=white]点魔法伤害。		0	0
30571034	1	card_018_skill1	item_skill_0330.png	追踪者	550	100	23	34	31	0	0	0	73000001	85	74000001	56	0	6000	0	10600	0	33048	0	0	0	12	[txt:size=18 color=white]投影出一组可追踪敌人的机器人。机器人将在追踪到目标或持续5秒后，自爆[r]造成[txt:size=18 color=green]106%+33048[txt:size=18 color=white]点魔法伤害。		0	0
30571035	1	card_018_skill1	item_skill_0330.png	追踪者	550	100	23	35	32	0	0	0	73000001	88	74000001	57	0	6000	0	10610	0	34020	0	0	0	12	[txt:size=18 color=white]投影出一组可追踪敌人的机器人。机器人将在追踪到目标或持续5秒后，自爆[r]造成[txt:size=18 color=green]106.1%+34020[txt:size=18 color=white]点魔法伤害。		0	0
30571036	1	card_018_skill1	item_skill_0330.png	追踪者	550	100	23	36	32	0	0	0	73000001	90	74000001	59	0	6000	0	10630	0	34992	0	0	0	12	[txt:size=18 color=white]投影出一组可追踪敌人的机器人。机器人将在追踪到目标或持续5秒后，自爆[r]造成[txt:size=18 color=green]106.3%+34992[txt:size=18 color=white]点魔法伤害。		0	0
30571037	1	card_018_skill1	item_skill_0330.png	追踪者	550	100	23	37	33	0	0	0	73000001	93	74000001	61	0	6000	0	10650	0	35964	0	0	0	12	[txt:size=18 color=white]投影出一组可追踪敌人的机器人。机器人将在追踪到目标或持续5秒后，自爆[r]造成[txt:size=18 color=green]106.5%+35964[txt:size=18 color=white]点魔法伤害。		0	0
30571038	1	card_018_skill1	item_skill_0330.png	追踪者	550	100	23	38	33	0	0	0	73000001	95	74000001	62	0	6000	0	10670	0	36936	0	0	0	12	[txt:size=18 color=white]投影出一组可追踪敌人的机器人。机器人将在追踪到目标或持续5秒后，自爆[r]造成[txt:size=18 color=green]106.7%+36936[txt:size=18 color=white]点魔法伤害。		0	0
30571039	1	card_018_skill1	item_skill_0330.png	追踪者	550	100	23	39	34	0	0	0	73000001	98	74000001	64	0	6000	0	10680	0	37908	0	0	0	12	[txt:size=18 color=white]投影出一组可追踪敌人的机器人。机器人将在追踪到目标或持续5秒后，自爆[r]造成[txt:size=18 color=green]106.8%+37908[txt:size=18 color=white]点魔法伤害。		0	0
30571040	1	card_018_skill1	item_skill_0330.png	追踪者	550	100	23	40	34	0	0	0	73000001	100	74000001	65	0	6000	0	10700	0	38880	0	0	0	12	[txt:size=18 color=white]投影出一组可追踪敌人的机器人。机器人将在追踪到目标或持续5秒后，自爆[r]造成[txt:size=18 color=green]107%+38880[txt:size=18 color=white]点魔法伤害。		0	0
30571041	1	card_018_skill1	item_skill_0330.png	追踪者	550	100	23	41	35	0	0	0	74000001	67	75000001	33	0	6000	0	10720	0	39852	0	0	0	12	[txt:size=18 color=white]投影出一组可追踪敌人的机器人。机器人将在追踪到目标或持续5秒后，自爆[r]造成[txt:size=18 color=green]107.2%+39852[txt:size=18 color=white]点魔法伤害。		0	0
30571042	1	card_018_skill1	item_skill_0330.png	追踪者	550	100	23	42	35	0	0	0	74000001	69	75000001	34	0	6000	0	10740	0	40824	0	0	0	12	[txt:size=18 color=white]投影出一组可追踪敌人的机器人。机器人将在追踪到目标或持续5秒后，自爆[r]造成[txt:size=18 color=green]107.4%+40824[txt:size=18 color=white]点魔法伤害。		0	0
30571043	1	card_018_skill1	item_skill_0330.png	追踪者	550	100	23	43	36	0	0	0	74000001	70	75000001	35	0	6000	0	10750	0	41796	0	0	0	12	[txt:size=18 color=white]投影出一组可追踪敌人的机器人。机器人将在追踪到目标或持续5秒后，自爆[r]造成[txt:size=18 color=green]107.5%+41796[txt:size=18 color=white]点魔法伤害。		0	0
30571044	1	card_018_skill1	item_skill_0330.png	追踪者	550	100	23	44	36	0	0	0	74000001	72	75000001	35	0	6000	0	10770	0	42768	0	0	0	12	[txt:size=18 color=white]投影出一组可追踪敌人的机器人。机器人将在追踪到目标或持续5秒后，自爆[r]造成[txt:size=18 color=green]107.7%+42768[txt:size=18 color=white]点魔法伤害。		0	0
30571045	1	card_018_skill1	item_skill_0330.png	追踪者	550	100	23	45	37	0	0	0	74000001	74	75000001	36	0	6000	0	10790	0	43740	0	0	0	12	[txt:size=18 color=white]投影出一组可追踪敌人的机器人。机器人将在追踪到目标或持续5秒后，自爆[r]造成[txt:size=18 color=green]107.9%+43740[txt:size=18 color=white]点魔法伤害。		0	0
30571046	1	card_018_skill1	item_skill_0330.png	追踪者	550	100	23	46	37	0	0	0	74000001	75	75000001	37	0	6000	0	10810	0	44712	0	0	0	12	[txt:size=18 color=white]投影出一组可追踪敌人的机器人。机器人将在追踪到目标或持续5秒后，自爆[r]造成[txt:size=18 color=green]108.1%+44712[txt:size=18 color=white]点魔法伤害。		0	0
30571047	1	card_018_skill1	item_skill_0330.png	追踪者	550	100	23	47	38	0	0	0	74000001	77	75000001	38	0	6000	0	10820	0	45684	0	0	0	12	[txt:size=18 color=white]投影出一组可追踪敌人的机器人。机器人将在追踪到目标或持续5秒后，自爆[r]造成[txt:size=18 color=green]108.2%+45684[txt:size=18 color=white]点魔法伤害。		0	0
30571048	1	card_018_skill1	item_skill_0330.png	追踪者	550	100	23	48	38	0	0	0	74000001	78	75000001	39	0	6000	0	10840	0	46656	0	0	0	12	[txt:size=18 color=white]投影出一组可追踪敌人的机器人。机器人将在追踪到目标或持续5秒后，自爆[r]造成[txt:size=18 color=green]108.4%+46656[txt:size=18 color=white]点魔法伤害。		0	0
30571049	1	card_018_skill1	item_skill_0330.png	追踪者	550	100	23	49	39	0	0	0	74000001	80	75000001	39	0	6000	0	10860	0	47628	0	0	0	12	[txt:size=18 color=white]投影出一组可追踪敌人的机器人。机器人将在追踪到目标或持续5秒后，自爆[r]造成[txt:size=18 color=green]108.6%+47628[txt:size=18 color=white]点魔法伤害。		0	0
30571050	1	card_018_skill1	item_skill_0330.png	追踪者	550	100	23	50	39	0	0	0	74000001	82	75000001	40	0	6000	0	10880	0	48600	0	0	0	12	[txt:size=18 color=white]投影出一组可追踪敌人的机器人。机器人将在追踪到目标或持续5秒后，自爆[r]造成[txt:size=18 color=green]108.8%+48600[txt:size=18 color=white]点魔法伤害。		0	0
30572000	2	card_018_skill2	item_skill_1010.png	速射重炮	500	60	23	0	0	0	0	0	0	0	0	0	0	20000	0	0	0	0	0	0	0	40	[txt:size=18 color=white]投影出炮台对直线上敌人连续不断的攻击，在持续5秒后自爆，对敌人造成伤害；		0	0
30572001	2	card_018_skill2	item_skill_1010.png	速射重炮	500	60	23	1	20	0	0	0	71000001	13	72000001	8	0	20000	0	10050	0	648	0	0	0	40	[txt:size=18 color=white]投影出炮台对直线上敌人连续不断的攻击，在持续5秒后自爆。[r]造成[txt:size=18 color=green]100.5%+648[txt:size=18 color=white]点魔法伤害。		0	0
30572002	2	card_018_skill2	item_skill_1010.png	速射重炮	500	60	23	2	20	0	0	0	71000001	26	72000001	16	0	20000	0	10090	0	1296	0	0	0	40	[txt:size=18 color=white]投影出炮台对直线上敌人连续不断的攻击，在持续5秒后自爆。[r]造成[txt:size=18 color=green]100.9%+1296[txt:size=18 color=white]点魔法伤害。		0	0
30572003	2	card_018_skill2	item_skill_1010.png	速射重炮	500	60	23	3	21	0	0	0	71000001	38	72000001	23	0	20000	0	10140	0	1944	0	0	0	40	[txt:size=18 color=white]投影出炮台对直线上敌人连续不断的攻击，在持续5秒后自爆。[r]造成[txt:size=18 color=green]101.4%+1944[txt:size=18 color=white]点魔法伤害。		0	0
30572004	2	card_018_skill2	item_skill_1010.png	速射重炮	500	60	23	4	21	0	0	0	71000001	51	72000001	31	0	20000	0	10180	0	2592	0	0	0	40	[txt:size=18 color=white]投影出炮台对直线上敌人连续不断的攻击，在持续5秒后自爆。[r]造成[txt:size=18 color=green]101.8%+2592[txt:size=18 color=white]点魔法伤害。		0	0
30572005	2	card_018_skill2	item_skill_1010.png	速射重炮	500	60	23	5	22	0	0	0	71000001	63	72000001	39	0	20000	0	10230	0	3240	0	0	0	40	[txt:size=18 color=white]投影出炮台对直线上敌人连续不断的攻击，在持续5秒后自爆。[r]造成[txt:size=18 color=green]102.3%+3240[txt:size=18 color=white]点魔法伤害。		0	0
30572006	2	card_018_skill2	item_skill_1010.png	速射重炮	500	60	23	6	22	0	0	0	71000001	76	72000001	46	0	20000	0	10270	0	3888	0	0	0	40	[txt:size=18 color=white]投影出炮台对直线上敌人连续不断的攻击，在持续5秒后自爆。[r]造成[txt:size=18 color=green]102.7%+3888[txt:size=18 color=white]点魔法伤害。		0	0
30572007	2	card_018_skill2	item_skill_1010.png	速射重炮	500	60	23	7	23	0	0	0	71000001	88	72000001	54	0	20000	0	10320	0	4536	0	0	0	40	[txt:size=18 color=white]投影出炮台对直线上敌人连续不断的攻击，在持续5秒后自爆。[r]造成[txt:size=18 color=green]103.2%+4536[txt:size=18 color=white]点魔法伤害。		0	0
30572008	2	card_018_skill2	item_skill_1010.png	速射重炮	500	60	23	8	23	0	0	0	71000001	101	72000001	62	0	20000	0	10360	0	5184	0	0	0	40	[txt:size=18 color=white]投影出炮台对直线上敌人连续不断的攻击，在持续5秒后自爆。[r]造成[txt:size=18 color=green]103.6%+5184[txt:size=18 color=white]点魔法伤害。		0	0
30572009	2	card_018_skill2	item_skill_1010.png	速射重炮	500	60	23	9	24	0	0	0	71000001	114	72000001	69	0	20000	0	10410	0	5832	0	0	0	40	[txt:size=18 color=white]投影出炮台对直线上敌人连续不断的攻击，在持续5秒后自爆。[r]造成[txt:size=18 color=green]104.1%+5832[txt:size=18 color=white]点魔法伤害。		0	0
30572010	2	card_018_skill2	item_skill_1010.png	速射重炮	500	60	23	10	24	0	0	0	71000001	126	72000001	77	0	20000	0	10450	0	6480	0	0	0	40	[txt:size=18 color=white]投影出炮台对直线上敌人连续不断的攻击，在持续5秒后自爆。[r]造成[txt:size=18 color=green]104.5%+6480[txt:size=18 color=white]点魔法伤害。		0	0
30572011	2	card_018_skill2	item_skill_1010.png	速射重炮	500	60	23	11	25	0	0	0	72000001	85	73000001	43	0	20000	0	10500	0	7128	0	0	0	40	[txt:size=18 color=white]投影出炮台对直线上敌人连续不断的攻击，在持续5秒后自爆。[r]造成[txt:size=18 color=green]105%+7128[txt:size=18 color=white]点魔法伤害。		0	0
30572012	2	card_018_skill2	item_skill_1010.png	速射重炮	500	60	23	12	25	0	0	0	72000001	92	73000001	47	0	20000	0	10540	0	7776	0	0	0	40	[txt:size=18 color=white]投影出炮台对直线上敌人连续不断的攻击，在持续5秒后自爆。[r]造成[txt:size=18 color=green]105.4%+7776[txt:size=18 color=white]点魔法伤害。		0	0
30572013	2	card_018_skill2	item_skill_1010.png	速射重炮	500	60	23	13	26	0	0	0	72000001	100	73000001	51	0	20000	0	10590	0	8424	0	0	0	40	[txt:size=18 color=white]投影出炮台对直线上敌人连续不断的攻击，在持续5秒后自爆。[r]造成[txt:size=18 color=green]105.9%+8424[txt:size=18 color=white]点魔法伤害。		0	0
30572014	2	card_018_skill2	item_skill_1010.png	速射重炮	500	60	23	14	26	0	0	0	72000001	107	73000001	55	0	20000	0	10630	0	9072	0	0	0	40	[txt:size=18 color=white]投影出炮台对直线上敌人连续不断的攻击，在持续5秒后自爆。[r]造成[txt:size=18 color=green]106.3%+9072[txt:size=18 color=white]点魔法伤害。		0	0
30572015	2	card_018_skill2	item_skill_1010.png	速射重炮	500	60	23	15	27	0	0	0	72000001	115	73000001	59	0	20000	0	10680	0	9720	0	0	0	40	[txt:size=18 color=white]投影出炮台对直线上敌人连续不断的攻击，在持续5秒后自爆。[r]造成[txt:size=18 color=green]106.8%+9720[txt:size=18 color=white]点魔法伤害。		0	0
30572016	2	card_018_skill2	item_skill_1010.png	速射重炮	500	60	23	16	27	0	0	0	72000001	123	73000001	63	0	20000	0	10720	0	10368	0	0	0	40	[txt:size=18 color=white]投影出炮台对直线上敌人连续不断的攻击，在持续5秒后自爆。[r]造成[txt:size=18 color=green]107.2%+10368[txt:size=18 color=white]点魔法伤害。		0	0
30572017	2	card_018_skill2	item_skill_1010.png	速射重炮	500	60	23	17	28	0	0	0	72000001	130	73000001	66	0	20000	0	10770	0	11016	0	0	0	40	[txt:size=18 color=white]投影出炮台对直线上敌人连续不断的攻击，在持续5秒后自爆。[r]造成[txt:size=18 color=green]107.7%+11016[txt:size=18 color=white]点魔法伤害。		0	0
30572018	2	card_018_skill2	item_skill_1010.png	速射重炮	500	60	23	18	28	0	0	0	72000001	138	73000001	70	0	20000	0	10810	0	11664	0	0	0	40	[txt:size=18 color=white]投影出炮台对直线上敌人连续不断的攻击，在持续5秒后自爆。[r]造成[txt:size=18 color=green]108.1%+11664[txt:size=18 color=white]点魔法伤害。		0	0
30572019	2	card_018_skill2	item_skill_1010.png	速射重炮	500	60	23	19	29	0	0	0	72000001	146	73000001	74	0	20000	0	10860	0	12312	0	0	0	40	[txt:size=18 color=white]投影出炮台对直线上敌人连续不断的攻击，在持续5秒后自爆。[r]造成[txt:size=18 color=green]108.6%+12312[txt:size=18 color=white]点魔法伤害。		0	0
30572020	2	card_018_skill2	item_skill_1010.png	速射重炮	500	60	23	20	29	0	0	0	72000001	153	73000001	78	0	20000	0	10900	0	12960	0	0	0	40	[txt:size=18 color=white]投影出炮台对直线上敌人连续不断的攻击，在持续5秒后自爆。[r]造成[txt:size=18 color=green]109%+12960[txt:size=18 color=white]点魔法伤害。		0	0
30572021	2	card_018_skill2	item_skill_1010.png	速射重炮	500	60	23	21	30	0	0	0	73000001	82	74000001	54	0	20000	0	10950	0	13608	0	0	0	40	[txt:size=18 color=white]投影出炮台对直线上敌人连续不断的攻击，在持续5秒后自爆。[r]造成[txt:size=18 color=green]109.5%+13608[txt:size=18 color=white]点魔法伤害。		0	0
30572022	2	card_018_skill2	item_skill_1010.png	速射重炮	500	60	23	22	30	0	0	0	73000001	86	74000001	56	0	20000	0	10990	0	14256	0	0	0	40	[txt:size=18 color=white]投影出炮台对直线上敌人连续不断的攻击，在持续5秒后自爆。[r]造成[txt:size=18 color=green]109.9%+14256[txt:size=18 color=white]点魔法伤害。		0	0
30572023	2	card_018_skill2	item_skill_1010.png	速射重炮	500	60	23	23	31	0	0	0	73000001	90	74000001	59	0	20000	0	11040	0	14904	0	0	0	40	[txt:size=18 color=white]投影出炮台对直线上敌人连续不断的攻击，在持续5秒后自爆。[r]造成[txt:size=18 color=green]110.4%+14904[txt:size=18 color=white]点魔法伤害。		0	0
30572024	2	card_018_skill2	item_skill_1010.png	速射重炮	500	60	23	24	31	0	0	0	73000001	94	74000001	61	0	20000	0	11080	0	15552	0	0	0	40	[txt:size=18 color=white]投影出炮台对直线上敌人连续不断的攻击，在持续5秒后自爆。[r]造成[txt:size=18 color=green]110.8%+15552[txt:size=18 color=white]点魔法伤害。		0	0
30572025	2	card_018_skill2	item_skill_1010.png	速射重炮	500	60	23	25	32	0	0	0	73000001	98	74000001	64	0	20000	0	11130	0	16200	0	0	0	40	[txt:size=18 color=white]投影出炮台对直线上敌人连续不断的攻击，在持续5秒后自爆。[r]造成[txt:size=18 color=green]111.3%+16200[txt:size=18 color=white]点魔法伤害。		0	0
30572026	2	card_018_skill2	item_skill_1010.png	速射重炮	500	60	23	26	32	0	0	0	73000001	101	74000001	66	0	20000	0	11170	0	16848	0	0	0	40	[txt:size=18 color=white]投影出炮台对直线上敌人连续不断的攻击，在持续5秒后自爆。[r]造成[txt:size=18 color=green]111.7%+16848[txt:size=18 color=white]点魔法伤害。		0	0
30572027	2	card_018_skill2	item_skill_1010.png	速射重炮	500	60	23	27	33	0	0	0	73000001	105	74000001	69	0	20000	0	11220	0	17496	0	0	0	40	[txt:size=18 color=white]投影出炮台对直线上敌人连续不断的攻击，在持续5秒后自爆。[r]造成[txt:size=18 color=green]112.2%+17496[txt:size=18 color=white]点魔法伤害。		0	0
30572028	2	card_018_skill2	item_skill_1010.png	速射重炮	500	60	23	28	33	0	0	0	73000001	109	74000001	71	0	20000	0	11260	0	18144	0	0	0	40	[txt:size=18 color=white]投影出炮台对直线上敌人连续不断的攻击，在持续5秒后自爆。[r]造成[txt:size=18 color=green]112.6%+18144[txt:size=18 color=white]点魔法伤害。		0	0
30572029	2	card_018_skill2	item_skill_1010.png	速射重炮	500	60	23	29	34	0	0	0	73000001	113	74000001	74	0	20000	0	11310	0	18792	0	0	0	40	[txt:size=18 color=white]投影出炮台对直线上敌人连续不断的攻击，在持续5秒后自爆。[r]造成[txt:size=18 color=green]113.1%+18792[txt:size=18 color=white]点魔法伤害。		0	0
