俱乐部id	俱乐部名称	俱乐部按钮图标	俱乐部动画标志	俱乐部等级	玩家等级段	单人赛出场卡牌	多人赛队长1号位	多人赛2号位	多人赛3号位	4积分宝箱	组数1	8积分宝箱	组数2	12积分宝箱	组数3	宝石孔位	洗练属性	俱乐部权重	俱乐部出现位置	俱乐部星级	包含关卡id	个人赛1星时间	个人赛2星时间	个人赛3星时间	团队赛1星时间	团队赛2星时间	团队赛3星时间	产出卡牌
309003	荣星	iconClubXX.png	iconClubXX.png	90	90:94;	43102018:1400;44003018:1400;24004018:1400;11007018:1400;12003018:1400;22004018:1000;42006018:1000;41103018:500;32005018:500;	22004018:10000;	44003018:10000;	43102018:10000;	30011050;30011050;30012000;30015010;30015010;30013065;30017025;30316010;	1:6850;2:2000;3:700;4:450;	30021050;30021050;30022000;30025010;30025010;30023065;30027025;30326010;	1:2000;2:4000;3:3500;4:500;	30031050;30031050;30032000;30035010;30035010;30033065;30037025;30336010;	1:650;2:2500;3:5500;4:1350;	4	4	105	1:2:3:4:5;	3	2019	6000000	60000	30000	6000000	60000	30000	44003;43102;42006;31099;21099;
309004	醉花	team_06.png	iconClubXX.png	90	90:94;	21202018:1600;21303018:1400;12002018:1400;21302018:1400;21102018:1400;22103018:1400;12102018:1400;	21202018:1600;21303018:1400;12002018:1400;21302018:1400;21102018:1400;22103018:1400;12102018:1400;	21202018:1600;21303018:1400;12002018:1400;21302018:1400;21102018:1400;22103018:1400;12102018:1400;	21202018:1600;21303018:1400;12002018:1400;21302018:1400;21102018:1400;22103018:1400;12102018:1400;	30011050;30011050;30012000;30015010;30015010;30013065;30017025;	1:6850;2:2000;3:700;4:450;	30021050;30021050;30022000;30025010;30025010;30023065;30027025;	1:2000;2:4000;3:3500;4:500;	30031050;30031050;30032000;30035010;30035010;30033065;30037025;	1:650;2:2500;3:5500;4:1350;	4	4	105	1:2:3:4:5;	3	2005	6000000	60000	30000	6000000	60000	30000	31099;21099;
309005	兵王	iconClubBT.png	iconClubXX.png	90	90:94;	53002018:6000;52205018:1000;32202018:3000;	53002118:10000;	52205018:400;32202018:500;21202018:1300;21303018:1300;12002018:1300;21302018:1300;21102018:1300;22103018:1300;12102018:1300;	21202018:1400;21303018:1400;12002018:1400;21302018:1400;21102018:1400;22103018:1400;12102018:1600;	30011050;30011050;30012000;30015010;30015010;30013065;30017025;	1:6850;2:2000;3:700;4:450;	30021050;30021050;30022000;30025010;30025010;30023065;30027025;	1:2000;2:4000;3:3500;4:500;	30031050;30031050;30032000;30035010;30035010;30033065;30037025;	1:650;2:2500;3:5500;4:1350;	4	4	105	1:2:3:4:5;	3	2001	6000000	60000	30000	6000000	60000	30000	31099;21099;
309006	凛冽	team_04.png	iconClubXX.png	90	90:94;	21202018:1600;21303018:1400;12002018:1400;21302018:1400;21102018:1400;22103018:1400;12102018:1400;	21202018:1600;21303018:1400;12002018:1400;21302018:1400;21102018:1400;22103018:1400;12102018:1400;	43202018:10000;	21202018:1600;21303018:1400;12002018:1400;21302018:1400;21102018:1400;22103018:1400;12102018:1400;	30011050;30011050;30012000;30015010;30015010;30013065;30017025;30616010;	1:6850;2:2000;3:700;4:450;	30021050;30021050;30022000;30025010;30025010;30023065;30027025;30626010;	1:2000;2:4000;3:3500;4:500;	30031050;30031050;30032000;30035010;30035010;30033065;30037025;30636010;	1:650;2:2500;3:5500;4:1350;	4	4	105	1:2:3:4:5;	3	2009	6000000	60000	30000	6000000	60000	30000	43202;31099;21099;
309007	往生	iconClubLH.png	iconClubXX.png	90	90:94;	21202018:500;21303018:500;12002018:500;21302018:500;21102018:500;22103018:500;12102018:500;54002018:6500;	54002118:10000;	21202018:1600;21303018:1400;12002018:1400;21302018:1400;21102018:1400;22103018:1400;12102018:1400;	21202018:1600;21303018:1400;12002018:1400;21302018:1400;21102018:1400;22103018:1400;12102018:1400;	30011050;30011050;30012000;30015010;30015010;30013065;30017025;	1:6850;2:2000;3:700;4:450;	30021050;30021050;30022000;30025010;30025010;30023065;30027025;	1:2000;2:4000;3:3500;4:500;	30031050;30031050;30032000;30035010;30035010;30033065;30037025;	1:650;2:2500;3:5500;4:1350;	4	4	105	1:2:3:4:5;	3	2002	6000000	60000	30000	6000000	60000	30000	31099;21099;
209001	斩魄	team_08.png	iconClubXX.png	90	90:94;	21202018:1300;21303018:1300;12002018:1300;21302018:1300;21102018:1300;22103018:1300;12102018:1300;41103018:900;	41103118:10000;	21202018:1400;21303018:1400;12002018:1400;21302018:1400;21102018:1400;22103018:1400;12102018:1600;	21202018:1400;21303018:1400;12002018:1400;21302018:1400;21102018:1400;22103018:1400;12102018:1600;	20011050;20011050;20012000;20015010;20015010;30017025;20116010;	1:7870;2:1500;3:400;4:230;	20021050;20021050;20022000;20025010;20025010;20023065;30027025;20126010;	1:4680;2:3500;3:1500;4:320;	20031050;20031050;20032000;20035010;20035010;20033065;30037025;20136010;	1:2600;2:4500;3:2000;4:900;	4	4	500	1:2:3:4:5;	2	2010	6000000	60000	30000	6000000	60000	30000	41103;21099;11099;
209002	虚无	team_02.png	iconClubXX.png	90	90:94;	21202018:1400;21303018:1400;12002018:1400;21302018:1400;21102018:1400;22103018:1400;12102018:1400;42203018:200;	41203118:10000;	21202018:1400;21303018:1400;12002018:1400;21302018:1400;21102018:1400;22103018:1400;12102018:1400;42203018:200;	21202018:1400;21303018:1400;12002018:1400;21302018:1400;21102018:1400;22103018:1400;12102018:1400;42203018:200;	20011050;20011050;20012000;20015010;20015010;20017025;20216010;	1:7870;2:1500;3:400;4:230;	20021050;20021050;20022000;20025010;20025010;20023065;20027025;20226010;	1:4680;2:3500;3:1500;4:320;	20031050;20031050;20032000;20035010;20035010;20033065;20037025;20236010;	1:2600;2:4500;3:2000;4:900;	4	4	500	1:2:3:4:5;	2	2006	6000000	60000	30000	6000000	60000	30000	41203;21099;11099;
209003	马刺	team_07.png	iconClubXX.png	90	90:94;	21202018:1400;21303018:1400;12002018:1400;21302018:1400;21102018:1400;22103018:1400;12102018:1400;54102018:200;	21202018:1400;21303018:1400;12002018:1400;21302018:1400;21102018:1400;22103018:1400;12102018:1400;52302118:200;	21202018:1400;21303018:1400;12002018:1400;21302018:1400;21102018:1400;22103018:1400;12102018:1400;54102018:200;	21202018:1400;21303018:1400;12002018:1400;21302018:1400;21102018:1400;22103018:1400;12102018:1400;54102018:200;	20011050;20011050;20012000;20015010;20015010;20017025;	1:7870;2:1500;3:400;4:230;	20021050;20021050;20022000;20025010;20025010;20023065;20027025;	1:4680;2:3500;3:1500;4:320;	20031050;20031050;20032000;20035010;20035010;20033065;20037025;	1:2600;2:4500;3:2000;4:900;	4	4	500	1:2:3:4:5;	2	2008	6000000	60000	30000	6000000	60000	30000	21099;11099;
109001	传奇	team_11.png	iconClubXX.png	90	90:94;	21202018:1400;21303018:1400;12002018:1400;21302018:1400;21102018:1400;22103018:1400;12102018:1400;41306118:200;	41306118:10000;	21202018:1600;21303018:1400;12002018:1400;21302018:1400;21102018:1400;22103018:1400;12102018:1400;	21202018:1600;21303018:1400;12002018:1400;21302018:1400;21102018:1400;22103018:1400;12102018:1400;	10011050;10011050;10012000;10015010;10015010;20017025;	1:9340;2:500;3:100;4:60;	10021050;10021050;10022000;10025010;10025010;20027025;	1:7750;2:1500;3:500;4:250;	10031050;10031050;10032000;10035010;10035010;10033065;20037025;	1:5910;2:2500;3:1000;4:590;	4	4	500	1:2:3:4:5;	1	2017	6000000	60000	30000	6000000	60000	30000	11099;
109002	无极	team_14.png	iconClubXX.png	90	90:94;	21202018:1600;21303018:1400;12002018:1400;21302018:1400;21102018:1400;22103018:1400;12102018:1400;	32005118:10000;	31304018:10000;	21202018:1400;21303018:1400;12002018:1400;21302018:1400;21102018:1400;22103018:1400;12102018:1600;	10011050;10011050;10012000;10015010;10015010;10017025;	1:9340;2:500;3:100;4:60;	10021050;10021050;10022000;10025010;10025010;10027025;	1:7750;2:1500;3:500;4:250;	10031050;10031050;10032000;10035010;10035010;10033065;10037025;	1:5910;2:2500;3:1000;4:590;	4	4	500	1:2:3:4:5;	1	2022	6000000	60000	30000	6000000	60000	30000	11099;
109003	穿天	team_10.png	iconClubXX.png	90	90:94;	21202018:1600;21303018:1400;12002018:1400;21302018:1400;21102018:1400;22103018:1400;12102018:1400;	21202018:1600;21303018:1400;12002018:1400;21302018:1400;21102018:1400;22103018:1400;12102018:1400;	21202018:1600;21303018:1400;12002018:1400;21302018:1400;21102018:1400;22103018:1400;12102018:1400;	21202018:1600;21303018:1400;12002018:1400;21302018:1400;21102018:1400;22103018:1400;12102018:1400;	10011050;10011050;10012000;10015010;10015010;10017025;	1:9340;2:500;3:100;4:60;	10021050;10021050;10022000;10025010;10025010;10027025;	1:7750;2:1500;3:500;4:250;	10031050;10031050;10032000;10035010;10035010;10033065;10037025;	1:5910;2:2500;3:1000;4:590;	4	4	500	1:2:3:4:5;	1	2015	6000000	60000	30000	6000000	60000	30000	11099;
109004	雄华	team_16.png	iconClubXX.png	90	90:94;	21202018:1600;21303018:1400;12002018:1400;21302018:1400;21102018:1400;22103018:1400;12102018:1400;	21202018:1600;21303018:1400;12002018:1400;21302018:1400;21102018:1400;22103018:1400;12102018:1400;	21202018:1600;21303018:1400;12002018:1400;21302018:1400;21102018:1400;22103018:1400;12102018:1400;	21202018:1600;21303018:1400;12002018:1400;21302018:1400;21102018:1400;22103018:1400;12102018:1400;	10011050;10011050;10012000;10015010;10015010;10017025;	1:9340;2:500;3:100;4:60;	10021050;10021050;10022000;10025010;10025010;10027025;	1:7750;2:1500;3:500;4:250;	10031050;10031050;10032000;10035010;10035010;10033065;10037025;	1:5910;2:2500;3:1000;4:590;	4	4	500	1:2:3:4:5;	1	2011	6000000	60000	30000	6000000	60000	30000	11099;
109005	倾贺	team_09.png	iconClubXX.png	90	90:94;	21202018:1600;21303018:1400;12002018:1400;21302018:1400;21102018:1400;22103018:1400;12102018:1400;	21202018:1600;21303018:1400;12002018:1400;21302018:1400;21102018:1400;22103018:1400;12102018:1400;	21202018:1600;21303018:1400;12002018:1400;21302018:1400;21102018:1400;22103018:1400;12102018:1400;	21202018:1600;21303018:1400;12002018:1400;21302018:1400;21102018:1400;22103018:1400;12102018:1400;	10011050;10011050;10012000;10015010;10015010;10017025;	1:9340;2:500;3:100;4:60;	10021050;10021050;10022000;10025010;10025010;10027025;	1:7750;2:1500;3:500;4:250;	10031050;10031050;10032000;10035010;10035010;10033065;10037025;	1:5910;2:2500;3:1000;4:590;	4	4	500	1:2:3:4:5;	1	2012	6000000	60000	30000	6000000	60000	30000	11099;
109006	重律	team_21.png	iconClubXX.png	90	90:94;	21202018:1600;21303018:1400;12002018:1400;21302018:1400;21102018:1400;22103018:1400;12102018:1400;	21202018:1600;21303018:1400;12002018:1400;21302018:1400;21102018:1400;22103018:1400;12102018:1400;	21202018:1600;21303018:1400;12002018:1400;21302018:1400;21102018:1400;22103018:1400;12102018:1400;	21202018:1600;21303018:1400;12002018:1400;21302018:1400;21102018:1400;22103018:1400;12102018:1400;	10011050;10011050;10012000;10015010;10015010;10017025;	1:9340;2:500;3:100;4:60;	10021050;10021050;10022000;10025010;10025010;10027025;	1:7750;2:1500;3:500;4:250;	10031050;10031050;10032000;10035010;10035010;10033065;10037025;	1:5910;2:2500;3:1000;4:590;	4	4	500	1:2:3:4:5;	1	2014	6000000	60000	30000	6000000	60000	30000	11099;
109007	诛仙	team_17.png	iconClubXX.png	90	90:94;	21202018:1600;21303018:1400;12002018:1400;21302018:1400;21102018:1400;22103018:1400;12102018:1400;	21202018:1600;21303018:1400;12002018:1400;21302018:1400;21102018:1400;22103018:1400;12102018:1400;	21202018:1600;21303018:1400;12002018:1400;21302018:1400;21102018:1400;22103018:1400;12102018:1400;	21202018:1600;21303018:1400;12002018:1400;21302018:1400;21102018:1400;22103018:1400;12102018:1400;	10011050;10011050;10012000;10015010;10015010;10017025;	1:9340;2:500;3:100;4:60;	10021050;10021050;10022000;10025010;10025010;10027025;	1:7750;2:1500;3:500;4:250;	10031050;10031050;10032000;10035010;10035010;10033065;10037025;	1:5910;2:2500;3:1000;4:590;	4	4	500	1:2:3:4:5;	1	2020	6000000	60000	30000	6000000	60000	30000	11099;
109008	夕火	team_12.png	iconClubXX.png	90	90:94;	21202018:1600;21303018:1400;12002018:1400;21302018:1400;21102018:1400;22103018:1400;12102018:1400;	21202018:1600;21303018:1400;12002018:1400;21302018:1400;21102018:1400;22103018:1400;12102018:1400;	21202018:1600;21303018:1400;12002018:1400;21302018:1400;21102018:1400;22103018:1400;12102018:1400;	21202018:1600;21303018:1400;12002018:1400;21302018:1400;21102018:1400;22103018:1400;12102018:1400;	10011050;10011050;10012000;10015010;10015010;10017025;	1:9340;2:500;3:100;4:60;	10021050;10021050;10022000;10025010;10025010;10027025;	1:7750;2:1500;3:500;4:250;	10031050;10031050;10032000;10035010;10035010;10033065;10037025;	1:5910;2:2500;3:1000;4:590;	4	4	500	1:2:3:4:5;	1	2021	6000000	60000	30000	6000000	60000	30000	11099;
109009	时光	team_20.png	iconClubXX.png	90	90:94;	21202018:1600;21303018:1400;12002018:1400;21302018:1400;21102018:1400;22103018:1400;12102018:1400;	21202018:1600;21303018:1400;12002018:1400;21302018:1400;21102018:1400;22103018:1400;12102018:1400;	21202018:1600;21303018:1400;12002018:1400;21302018:1400;21102018:1400;22103018:1400;12102018:1400;	21202018:1600;21303018:1400;12002018:1400;21302018:1400;21102018:1400;22103018:1400;12102018:1400;	10011050;10011050;10012000;10015010;10015010;10017025;	1:9340;2:500;3:100;4:60;	10021050;10021050;10022000;10025010;10025010;10027025;	1:7750;2:1500;3:500;4:250;	10031050;10031050;10032000;10035010;10035010;10033065;10037025;	1:5910;2:2500;3:1000;4:590;	4	4	500	1:2:3:4:5;	1	2023	6000000	60000	30000	6000000	60000	30000	11099;
109010	玄奇	team_18.png	iconClubXX.png	90	90:94;	21202018:1600;21303018:1400;12002018:1400;21302018:1400;21102018:1400;22103018:1400;12102018:1400;	21202018:1600;21303018:1400;12002018:1400;21302018:1400;21102018:1400;22103018:1400;12102018:1400;	21202018:1600;21303018:1400;12002018:1400;21302018:1400;21102018:1400;22103018:1400;12102018:1400;	21202018:1600;21303018:1400;12002018:1400;21302018:1400;21102018:1400;22103018:1400;12102018:1400;	10011050;10011050;10012000;10015010;10015010;10017025;	1:9340;2:500;3:100;4:60;	10021050;10021050;10022000;10025010;10025010;10027025;	1:7750;2:1500;3:500;4:250;	10031050;10031050;10032000;10035010;10035010;10033065;10037025;	1:5910;2:2500;3:1000;4:590;	4	4	500	1:2:3:4:5;	1	2024	6000000	60000	30000	6000000	60000	30000	11099;
309501	天河	iconClubLY.png	iconClubXX.png	95	95:99;	31002019:6000;21202019:300;21303019:300;12002019:300;21302019:300;21102019:300;22103019:300;12102019:300;51005019:950;31008019:950;	21202019:1400;21303019:1400;12002019:1400;21302019:1400;21102019:1400;22103019:1400;12102019:1600;	51005119:10000;	21202019:1400;21303019:1400;12002019:1400;21302019:1400;21102019:1400;22103019:1400;12102019:1600;	30011050;30011050;30012000;30015010;30015010;30013065;30017025;	1:6850;2:2000;3:700;4:450;	30021050;30021050;30022000;30025010;30025010;30023065;30027025;	1:2000;2:4000;3:3500;4:500;	30031050;30031050;30032000;30035010;30035010;30033065;30037025;	1:650;2:2500;3:5500;4:1350;	4	4	105	1:2:3:4:5;	3	2004	6000000	60000	30000	6000000	60000	30000	31099;21099;
309502	天药	iconClubWC.png	iconClubXX.png	95	95:99;	21202019:200;21303019:200;12002019:200;21302019:200;21102019:200;22103019:200;12102019:200;51006019:5000;32104019:3600;	21202019:1400;21303019:1400;12002019:1400;21302019:1400;21102019:1400;22103019:1400;12102019:1600;	51006119:10000;	32104019:10000;	30011050;30011050;30012000;30015010;30015010;30013065;30017025;30216010;	1:6850;2:2000;3:700;4:450;	30021050;30021050;30022000;30025010;30025010;30023065;30027025;30226010;	1:2000;2:4000;3:3500;4:500;	30031050;30031050;30032000;30035010;30035010;30033065;30037025;30236010;	1:650;2:2500;3:5500;4:1350;	4	4	105	1:2:3:4:5;	3	2003	6000000	60000	30000	6000000	60000	30000	51006;31099;21099;
309503	荣星	iconClubXX.png	iconClubXX.png	95	95:99;	43102019:1400;44003019:1400;24004019:1400;11007019:1400;12003019:1400;22004019:1000;42006019:1000;41103019:500;32005019:500;	22004019:10000;	44003019:10000;	43102019:10000;	30011050;30011050;30012000;30015010;30015010;30013065;30017025;30316010;	1:6850;2:2000;3:700;4:450;	30021050;30021050;30022000;30025010;30025010;30023065;30027025;30326010;	1:2000;2:4000;3:3500;4:500;	30031050;30031050;30032000;30035010;30035010;30033065;30037025;30336010;	1:650;2:2500;3:5500;4:1350;	4	4	105	1:2:3:4:5;	3	2019	6000000	60000	30000	6000000	60000	30000	44003;43102;42006;31099;21099;
309504	醉花	team_06.png	iconClubXX.png	95	95:99;	21202019:1600;21303019:1400;12002019:1400;21302019:1400;21102019:1400;22103019:1400;12102019:1400;	21202019:1600;21303019:1400;12002019:1400;21302019:1400;21102019:1400;22103019:1400;12102019:1400;	21202019:1600;21303019:1400;12002019:1400;21302019:1400;21102019:1400;22103019:1400;12102019:1400;	21202019:1600;21303019:1400;12002019:1400;21302019:1400;21102019:1400;22103019:1400;12102019:1400;	30011050;30011050;30012000;30015010;30015010;30013065;30017025;	1:6850;2:2000;3:700;4:450;	30021050;30021050;30022000;30025010;30025010;30023065;30027025;	1:2000;2:4000;3:3500;4:500;	30031050;30031050;30032000;30035010;30035010;30033065;30037025;	1:650;2:2500;3:5500;4:1350;	4	4	105	1:2:3:4:5;	3	2005	6000000	60000	30000	6000000	60000	30000	31099;21099;
309505	兵王	iconClubBT.png	iconClubXX.png	95	95:99;	53002019:6000;52205019:1000;32202019:3000;	53002119:10000;	52205019:400;32202019:500;21202019:1300;21303019:1300;12002019:1300;21302019:1300;21102019:1300;22103019:1300;12102019:1300;	21202019:1400;21303019:1400;12002019:1400;21302019:1400;21102019:1400;22103019:1400;12102019:1600;	30011050;30011050;30012000;30015010;30015010;30013065;30017025;	1:6850;2:2000;3:700;4:450;	30021050;30021050;30022000;30025010;30025010;30023065;30027025;	1:2000;2:4000;3:3500;4:500;	30031050;30031050;30032000;30035010;30035010;30033065;30037025;	1:650;2:2500;3:5500;4:1350;	4	4	105	1:2:3:4:5;	3	2001	6000000	60000	30000	6000000	60000	30000	31099;21099;
309506	凛冽	team_04.png	iconClubXX.png	95	95:99;	21202019:1600;21303019:1400;12002019:1400;21302019:1400;21102019:1400;22103019:1400;12102019:1400;	21202019:1600;21303019:1400;12002019:1400;21302019:1400;21102019:1400;22103019:1400;12102019:1400;	43202019:10000;	21202019:1600;21303019:1400;12002019:1400;21302019:1400;21102019:1400;22103019:1400;12102019:1400;	30011050;30011050;30012000;30015010;30015010;30013065;30017025;30616010;	1:6850;2:2000;3:700;4:450;	30021050;30021050;30022000;30025010;30025010;30023065;30027025;30626010;	1:2000;2:4000;3:3500;4:500;	30031050;30031050;30032000;30035010;30035010;30033065;30037025;30636010;	1:650;2:2500;3:5500;4:1350;	4	4	105	1:2:3:4:5;	3	2009	6000000	60000	30000	6000000	60000	30000	43202;31099;21099;
309507	往生	iconClubLH.png	iconClubXX.png	95	95:99;	21202019:500;21303019:500;12002019:500;21302019:500;21102019:500;22103019:500;12102019:500;54002019:6500;	54002119:10000;	21202019:1600;21303019:1400;12002019:1400;21302019:1400;21102019:1400;22103019:1400;12102019:1400;	21202019:1600;21303019:1400;12002019:1400;21302019:1400;21102019:1400;22103019:1400;12102019:1400;	30011050;30011050;30012000;30015010;30015010;30013065;30017025;	1:6850;2:2000;3:700;4:450;	30021050;30021050;30022000;30025010;30025010;30023065;30027025;	1:2000;2:4000;3:3500;4:500;	30031050;30031050;30032000;30035010;30035010;30033065;30037025;	1:650;2:2500;3:5500;4:1350;	4	4	105	1:2:3:4:5;	3	2002	6000000	60000	30000	6000000	60000	30000	31099;21099;
209501	斩魄	team_08.png	iconClubXX.png	95	95:99;	21202019:1300;21303019:1300;12002019:1300;21302019:1300;21102019:1300;22103019:1300;12102019:1300;41103019:900;	41103119:10000;	21202019:1400;21303019:1400;12002019:1400;21302019:1400;21102019:1400;22103019:1400;12102019:1600;	21202019:1400;21303019:1400;12002019:1400;21302019:1400;21102019:1400;22103019:1400;12102019:1600;	20011050;20011050;20012000;20015010;20015010;30017025;20116010;	1:7870;2:1500;3:400;4:230;	20021050;20021050;20022000;20025010;20025010;20023065;30027025;20126010;	1:4680;2:3500;3:1500;4:320;	20031050;20031050;20032000;20035010;20035010;20033065;30037025;20136010;	1:2600;2:4500;3:2000;4:900;	4	4	500	1:2:3:4:5;	2	2010	6000000	60000	30000	6000000	60000	30000	41103;21099;11099;
209502	虚无	team_02.png	iconClubXX.png	95	95:99;	21202019:1400;21303019:1400;12002019:1400;21302019:1400;21102019:1400;22103019:1400;12102019:1400;42203019:200;	41203119:10000;	21202019:1400;21303019:1400;12002019:1400;21302019:1400;21102019:1400;22103019:1400;12102019:1400;42203019:200;	21202019:1400;21303019:1400;12002019:1400;21302019:1400;21102019:1400;22103019:1400;12102019:1400;42203019:200;	20011050;20011050;20012000;20015010;20015010;20017025;20216010;	1:7870;2:1500;3:400;4:230;	20021050;20021050;20022000;20025010;20025010;20023065;20027025;20226010;	1:4680;2:3500;3:1500;4:320;	20031050;20031050;20032000;20035010;20035010;20033065;20037025;20236010;	1:2600;2:4500;3:2000;4:900;	4	4	500	1:2:3:4:5;	2	2006	6000000	60000	30000	6000000	60000	30000	41203;21099;11099;
